date,sku_id,channel,inventory_onhand,units_sold,lost_sales,arrivals_today,promo_flag,holiday_flag
2023-10-31,SKU_002,store,0,0,28,0,0,0
2023-11-01,SKU_002,store,0,0,44,0,0,0
2023-11-02,SKU_002,store,0,0,26,0,0,0
2023-11-03,SKU_002,store,0,0,10,0,0,0
2023-11-04,SKU_002,store,0,0,33,0,0,0
2023-11-05,SKU_002,store,0,0,22,0,0,0
2023-11-06,SKU_002,store,0,0,19,0,0,0
2023-11-07,SKU_002,store,0,0,17,0,0,0
2023-11-08,SKU_002,store,0,0,11,0,0,0
2023-11-09,SKU_002,store,0,0,30,0,0,0
2023-11-10,SKU_002,store,138,0,21,138,0,0
2023-11-11,SKU_002,store,100,38,0,0,0,0
2023-11-12,SKU_002,store,68,32,0,0,0,0
2023-11-13,SKU_002,store,41,27,0,0,0,0
2023-11-14,SKU_002,store,7,34,0,0,1,0
2023-11-15,SKU_002,store,0,7,25,0,0,0
2023-11-16,SKU_002,store,0,0,20,0,0,0
2023-11-17,SKU_002,store,0,0,32,0,0,0
2023-11-18,SKU_002,store,0,0,40,0,0,0
2023-11-19,SKU_002,store,0,0,24,0,0,0
2023-11-20,SKU_002,store,237,0,36,237,1,0
2023-11-21,SKU_002,store,230,7,0,0,0,0
2023-11-22,SKU_002,store,206,24,0,0,0,0
2023-11-23,SKU_002,store,174,32,0,0,0,1
2023-11-24,SKU_002,store,153,21,0,0,0,0
2023-11-25,SKU_002,store,129,24,0,0,0,0
2023-11-26,SKU_002,store,104,25,0,0,0,0
2023-11-27,SKU_002,store,70,34,0,0,0,0
2023-11-28,SKU_002,store,54,16,0,0,0,0
2023-11-29,SKU_002,store,283,54,4,283,0,0
2023-11-30,SKU_002,store,240,43,0,0,0,0
2023-12-01,SKU_002,store,226,14,0,0,0,0
2023-12-02,SKU_002,store,204,22,0,0,1,0
2023-12-03,SKU_002,store,164,40,0,0,0,0
2023-12-04,SKU_002,store,145,19,0,0,0,0
2023-12-05,SKU_002,store,136,9,0,0,0,0
2023-12-06,SKU_002,store,100,36,0,0,0,0
2023-12-07,SKU_002,store,87,13,0,0,1,0
2023-12-08,SKU_002,store,66,21,0,0,0,0
2023-12-09,SKU_002,store,35,31,0,0,0,0
2023-12-10,SKU_002,store,11,24,0,0,0,0
2023-12-11,SKU_002,store,0,11,13,0,0,0
2023-12-12,SKU_002,store,0,0,27,0,0,0
2023-12-13,SKU_002,store,121,0,11,121,0,0
2023-12-14,SKU_002,store,106,15,0,0,0,0
2023-12-15,SKU_002,store,71,35,0,0,0,0
2023-12-16,SKU_002,store,44,27,0,0,0,0
2023-12-17,SKU_002,store,11,33,0,0,0,0
2023-12-18,SKU_002,store,0,11,20,0,1,0
2023-12-19,SKU_002,store,0,0,22,0,0,0
2023-12-20,SKU_002,store,0,0,22,0,1,0
2023-12-21,SKU_002,store,0,0,25,0,0,0
2023-12-22,SKU_002,store,0,0,29,0,0,0
2023-12-23,SKU_002,store,0,0,27,0,1,0
2023-12-24,SKU_002,store,0,0,36,0,0,0
2023-12-25,SKU_002,store,0,0,30,0,0,1
2023-12-26,SKU_002,store,0,0,25,0,0,0
2023-12-27,SKU_002,store,0,0,42,0,0,0
2023-12-28,SKU_002,store,0,0,44,0,1,0
2023-12-29,SKU_002,store,0,0,28,0,0,0
2023-12-30,SKU_002,store,0,0,29,0,0,0
2023-12-31,SKU_002,store,0,0,23,0,0,0
2024-01-01,SKU_002,store,0,0,23,0,1,1
2024-01-02,SKU_002,store,0,0,45,0,0,0
2024-01-03,SKU_002,store,0,0,29,0,0,0
2024-01-04,SKU_002,store,0,0,34,0,0,0
2024-01-05,SKU_002,store,0,0,19,0,1,0
2024-01-06,SKU_002,store,0,0,18,0,1,0
2024-01-07,SKU_002,store,0,0,41,0,0,0
2024-01-08,SKU_002,store,0,0,9,0,0,0
2024-01-09,SKU_002,store,0,0,11,0,0,0
2024-01-10,SKU_002,store,0,0,37,0,0,0
2024-01-11,SKU_002,store,0,0,29,0,0,0
2024-01-12,SKU_002,store,0,0,14,0,0,0
2024-01-13,SKU_002,store,0,0,20,0,0,0
2024-01-14,SKU_002,store,0,0,46,0,0,0
2024-01-15,SKU_002,store,0,0,20,0,0,0
2024-01-16,SKU_002,store,0,0,36,0,0,0
2024-01-17,SKU_002,store,0,0,44,0,0,0
2024-01-18,SKU_002,store,0,0,23,0,0,0
2024-01-19,SKU_002,store,0,0,25,0,0,0
2024-01-20,SKU_002,store,0,0,12,0,0,0
2024-01-21,SKU_002,store,0,0,15,0,0,0
2024-01-22,SKU_002,store,0,0,23,0,0,0
2024-01-23,SKU_002,store,209,0,16,209,0,0
2024-01-24,SKU_002,store,174,35,0,0,0,0
2024-01-25,SKU_002,store,158,16,0,0,0,0
2024-01-26,SKU_002,store,135,23,0,0,0,0
2024-01-27,SKU_002,store,116,19,0,0,0,0
2024-01-28,SKU_002,store,75,41,0,0,0,0
2024-01-29,SKU_002,store,37,38,0,0,1,0
2024-01-30,SKU_002,store,14,23,0,0,0,0
2024-01-31,SKU_002,store,246,14,10,246,0,0
2024-02-01,SKU_002,store,218,28,0,0,0,0
2024-02-02,SKU_002,store,191,27,0,0,0,0
2024-02-03,SKU_002,store,171,20,0,0,0,0
2024-02-04,SKU_002,store,128,43,0,0,0,0
2024-02-05,SKU_002,store,362,16,0,250,0,0
2024-02-06,SKU_002,store,335,27,0,0,0,0
2024-02-07,SKU_002,store,496,35,0,196,0,0
2024-02-08,SKU_002,store,473,23,0,0,0,0
2024-02-09,SKU_002,store,565,38,0,130,0,0
2024-02-10,SKU_002,store,530,35,0,0,0,0
2024-02-11,SKU_002,store,492,38,0,0,0,0
2024-02-12,SKU_002,store,473,19,0,0,0,0
2024-02-13,SKU_002,store,441,32,0,0,1,0
2024-02-14,SKU_002,store,415,26,0,0,0,0
2024-02-15,SKU_002,store,391,24,0,0,0,0
2024-02-16,SKU_002,store,363,28,0,0,1,0
2024-02-17,SKU_002,store,343,20,0,0,0,0
2024-02-18,SKU_002,store,304,39,0,0,1,0
2024-02-19,SKU_002,store,287,17,0,0,0,0
2024-02-20,SKU_002,store,243,44,0,0,0,0
2024-02-21,SKU_002,store,210,33,0,0,1,0
2024-02-22,SKU_002,store,179,31,0,0,0,0
2024-02-23,SKU_002,store,160,19,0,0,1,0
2024-02-24,SKU_002,store,133,27,0,0,0,0
2024-02-25,SKU_002,store,115,18,0,0,0,0
2024-02-26,SKU_002,store,101,14,0,0,0,0
2024-02-27,SKU_002,store,78,23,0,0,0,0
2024-02-28,SKU_002,store,46,32,0,0,0,0
2024-02-29,SKU_002,store,18,28,0,0,0,0
2024-03-01,SKU_002,store,7,11,0,0,0,0
2024-03-02,SKU_002,store,210,7,16,210,0,0
2024-03-03,SKU_002,store,175,35,0,0,0,0
2024-03-04,SKU_002,store,138,37,0,0,0,0
2024-03-05,SKU_002,store,353,15,0,230,0,0
2024-03-06,SKU_002,store,330,23,0,0,0,0
2024-03-07,SKU_002,store,309,21,0,0,0,0
2024-03-08,SKU_002,store,276,33,0,0,0,0
2024-03-09,SKU_002,store,241,35,0,0,1,0
2024-03-10,SKU_002,store,223,18,0,0,0,0
2024-03-11,SKU_002,store,196,27,0,0,0,0
2024-03-12,SKU_002,store,159,37,0,0,0,0
2024-03-13,SKU_002,store,127,32,0,0,0,0
2024-03-14,SKU_002,store,99,28,0,0,0,0
2024-03-15,SKU_002,store,70,29,0,0,1,0
2024-03-16,SKU_002,store,59,11,0,0,0,0
2024-03-17,SKU_002,store,22,37,0,0,0,0
2024-03-18,SKU_002,store,0,22,20,0,0,0
2024-03-19,SKU_002,store,0,0,31,0,0,0
2024-03-20,SKU_002,store,0,0,28,0,0,0
2024-03-21,SKU_002,store,0,0,23,0,0,0
2024-03-22,SKU_002,store,0,0,49,0,0,0
2024-03-23,SKU_002,store,0,0,29,0,0,0
2024-03-24,SKU_002,store,0,0,23,0,0,0
2024-03-25,SKU_002,store,0,0,26,0,0,0
2024-03-26,SKU_002,store,0,0,14,0,0,0
2024-03-27,SKU_002,store,0,0,33,0,1,0
2024-03-28,SKU_002,store,0,0,25,0,0,0
2024-03-29,SKU_002,store,0,0,21,0,0,0
2024-03-30,SKU_002,store,0,0,28,0,0,0
2024-03-31,SKU_002,store,0,0,26,0,0,0
2024-04-01,SKU_002,store,0,0,22,0,0,0
2024-04-02,SKU_002,store,0,0,31,0,0,0
2024-04-03,SKU_002,store,0,0,18,0,0,0
2024-04-04,SKU_002,store,0,0,36,0,0,0
2024-04-05,SKU_002,store,0,0,25,0,1,0
2024-04-06,SKU_002,store,0,0,42,0,0,0
2024-04-07,SKU_002,store,0,0,28,0,0,0
2024-04-08,SKU_002,store,0,0,16,0,0,0
2024-04-09,SKU_002,store,0,0,15,0,0,0
2024-04-10,SKU_002,store,0,0,35,0,0,0
2024-04-11,SKU_002,store,0,0,24,0,0,0
2024-04-12,SKU_002,store,0,0,16,0,0,0
2024-04-13,SKU_002,store,0,0,28,0,0,0
2024-04-14,SKU_002,store,0,0,20,0,0,0
2024-04-15,SKU_002,store,0,0,27,0,0,0
2024-04-16,SKU_002,store,0,0,13,0,0,0
2024-04-17,SKU_002,store,0,0,24,0,0,0
2024-04-18,SKU_002,store,0,0,24,0,0,0
2024-04-19,SKU_002,store,0,0,18,0,0,0
2024-04-20,SKU_002,store,0,0,15,0,0,0
2024-04-21,SKU_002,store,0,0,29,0,0,0
2024-04-22,SKU_002,store,0,0,23,0,0,0
2024-04-23,SKU_002,store,0,0,27,0,0,0
2024-04-24,SKU_002,store,0,0,19,0,0,0
2024-04-25,SKU_002,store,0,0,37,0,0,0
2024-04-26,SKU_002,store,0,0,19,0,0,0
2024-04-27,SKU_002,store,0,0,12,0,0,0
2024-04-28,SKU_002,store,0,0,30,0,0,0
2024-04-29,SKU_002,store,0,0,21,0,1,0
2024-04-30,SKU_002,store,0,0,41,0,0,0
2024-05-01,SKU_002,store,0,0,20,0,0,0
2024-05-02,SKU_002,store,0,0,12,0,0,0
2024-05-03,SKU_002,store,0,0,19,0,0,0
2024-05-04,SKU_002,store,0,0,45,0,1,0
2024-05-05,SKU_002,store,0,0,28,0,0,0
2024-05-06,SKU_002,store,0,0,15,0,0,0
2024-05-07,SKU_002,store,0,0,31,0,1,0
2024-05-08,SKU_002,store,0,0,23,0,0,0
2024-05-09,SKU_002,store,0,0,14,0,0,0
2024-05-10,SKU_002,store,187,0,20,187,0,0
2024-05-11,SKU_002,store,142,45,0,0,0,0
2024-05-12,SKU_002,store,130,12,0,0,0,0
2024-05-13,SKU_002,store,93,37,0,0,0,0
2024-05-14,SKU_002,store,61,32,0,0,1,0
2024-05-15,SKU_002,store,34,27,0,0,0,0
2024-05-16,SKU_002,store,9,25,0,0,0,0
2024-05-17,SKU_002,store,0,9,28,0,0,0
2024-05-18,SKU_002,store,0,0,14,0,0,0
2024-05-19,SKU_002,store,0,0,23,0,0,0
2024-05-20,SKU_002,store,0,0,35,0,0,0
2024-05-21,SKU_002,store,0,0,9,0,0,0
2024-05-22,SKU_002,store,0,0,42,0,0,0
2024-05-23,SKU_002,store,0,0,31,0,0,0
2024-05-24,SKU_002,store,0,0,23,0,0,0
2024-05-25,SKU_002,store,0,0,50,0,1,0
2024-05-26,SKU_002,store,117,0,27,117,0,0
2024-05-27,SKU_002,store,97,20,0,0,0,0
2024-05-28,SKU_002,store,74,23,0,0,0,0
2024-05-29,SKU_002,store,55,19,0,0,0,0
2024-05-30,SKU_002,store,39,16,0,0,1,0
2024-05-31,SKU_002,store,232,26,0,219,0,0
2024-06-01,SKU_002,store,206,26,0,0,0,0
2024-06-02,SKU_002,store,181,25,0,0,0,0
2024-06-03,SKU_002,store,157,24,0,0,0,0
2024-06-04,SKU_002,store,120,37,0,0,0,0
2024-06-05,SKU_002,store,213,34,0,127,1,0
2024-06-06,SKU_002,store,191,22,0,0,0,0
2024-06-07,SKU_002,store,167,24,0,0,0,0
2024-06-08,SKU_002,store,139,28,0,0,0,0
2024-06-09,SKU_002,store,116,23,0,0,0,0
2024-06-10,SKU_002,store,81,35,0,0,1,0
2024-06-11,SKU_002,store,52,29,0,0,0,0
2024-06-12,SKU_002,store,22,30,0,0,0,0
2024-06-13,SKU_002,store,2,20,0,0,0,0
2024-06-14,SKU_002,store,0,2,11,0,0,0
2024-06-15,SKU_002,store,0,0,26,0,0,0
2024-06-16,SKU_002,store,0,0,38,0,0,0
2024-06-17,SKU_002,store,0,0,39,0,1,0
2024-06-18,SKU_002,store,0,0,17,0,0,0
2024-06-19,SKU_002,store,0,0,22,0,0,0
2024-06-20,SKU_002,store,0,0,34,0,0,0
2024-06-21,SKU_002,store,0,0,32,0,0,0
2024-06-22,SKU_002,store,201,0,42,201,0,0
2024-06-23,SKU_002,store,152,49,0,0,1,0
2024-06-24,SKU_002,store,131,21,0,0,0,0
2024-06-25,SKU_002,store,114,17,0,0,0,0
2024-06-26,SKU_002,store,81,33,0,0,0,0
2024-06-27,SKU_002,store,70,11,0,0,0,0
2024-06-28,SKU_002,store,52,18,0,0,0,0
2024-06-29,SKU_002,store,22,30,0,0,0,0
2024-06-30,SKU_002,store,103,22,23,103,1,0
2024-07-01,SKU_002,store,64,39,0,0,0,0
2024-07-02,SKU_002,store,33,31,0,0,0,0
2024-07-03,SKU_002,store,13,20,0,0,0,0
2024-07-04,SKU_002,store,0,13,21,0,0,1
2024-07-05,SKU_002,store,0,0,20,0,0,0
2024-07-06,SKU_002,store,0,0,35,0,0,0
2024-07-07,SKU_002,store,0,0,10,0,0,0
2024-07-08,SKU_002,store,0,0,17,0,0,0
2024-07-09,SKU_002,store,0,0,28,0,0,0
2024-07-10,SKU_002,store,0,0,35,0,0,0
2024-07-11,SKU_002,store,0,0,35,0,0,0
2024-07-12,SKU_002,store,0,0,19,0,0,0
2024-07-13,SKU_002,store,0,0,42,0,0,0
2024-07-14,SKU_002,store,0,0,21,0,0,0
2024-07-15,SKU_002,store,0,0,24,0,0,0
2024-07-16,SKU_002,store,0,0,45,0,0,0
2024-07-17,SKU_002,store,0,0,14,0,0,0
2024-07-18,SKU_002,store,0,0,23,0,0,0
2024-07-19,SKU_002,store,0,0,38,0,0,0
2024-07-20,SKU_002,store,0,0,20,0,1,0
2024-07-21,SKU_002,store,0,0,24,0,0,0
2024-07-22,SKU_002,store,0,0,41,0,1,0
2024-07-23,SKU_002,store,0,0,15,0,0,0
2024-07-24,SKU_002,store,0,0,27,0,0,0
2024-07-25,SKU_002,store,0,0,23,0,0,0
2024-07-26,SKU_002,store,0,0,30,0,0,0
2024-07-27,SKU_002,store,0,0,30,0,0,0
2024-07-28,SKU_002,store,0,0,24,0,0,0
2024-07-29,SKU_002,store,0,0,26,0,0,0
2024-07-30,SKU_002,store,298,0,33,298,0,0
2024-07-31,SKU_002,store,268,30,0,0,1,0
2024-08-01,SKU_002,store,234,34,0,0,0,0
2024-08-02,SKU_002,store,206,28,0,0,0,0
2024-08-03,SKU_002,store,170,36,0,0,0,0
2024-08-04,SKU_002,store,146,24,0,0,0,0
2024-08-05,SKU_002,store,129,17,0,0,0,0
2024-08-06,SKU_002,store,92,37,0,0,1,0
2024-08-07,SKU_002,store,71,21,0,0,0,0
2024-08-08,SKU_002,store,53,18,0,0,0,0
2024-08-09,SKU_002,store,29,24,0,0,0,0
2024-08-10,SKU_002,store,3,26,0,0,1,0
2024-08-11,SKU_002,store,0,3,12,0,0,0
2024-08-12,SKU_002,store,0,0,22,0,0,0
2024-08-13,SKU_002,store,0,0,22,0,0,0
2024-08-14,SKU_002,store,0,0,18,0,0,0
2024-08-15,SKU_002,store,0,0,17,0,0,0
2024-08-16,SKU_002,store,0,0,25,0,0,0
2024-08-17,SKU_002,store,0,0,23,0,0,0
2024-08-18,SKU_002,store,0,0,17,0,0,0
2024-08-19,SKU_002,store,0,0,29,0,0,0
2024-08-20,SKU_002,store,0,0,33,0,0,0
2024-08-21,SKU_002,store,0,0,26,0,0,0
2024-08-22,SKU_002,store,0,0,19,0,0,0
2024-08-23,SKU_002,store,0,0,31,0,0,0
2024-08-24,SKU_002,store,0,0,22,0,0,0
2024-08-25,SKU_002,store,0,0,34,0,0,0
2024-08-26,SKU_002,store,0,0,25,0,1,0
2024-08-27,SKU_002,store,0,0,31,0,0,0
2024-08-28,SKU_002,store,0,0,35,0,0,0
2024-08-29,SKU_002,store,0,0,36,0,0,0
2024-08-30,SKU_002,store,0,0,35,0,0,0
2024-08-31,SKU_002,store,0,0,22,0,0,0
2024-09-01,SKU_002,store,0,0,35,0,0,0
2024-09-02,SKU_002,store,0,0,25,0,0,0
2024-09-03,SKU_002,store,0,0,35,0,0,0
2024-09-04,SKU_002,store,0,0,20,0,0,0
2024-09-05,SKU_002,store,0,0,18,0,0,0
2024-09-06,SKU_002,store,0,0,31,0,0,0
2024-09-07,SKU_002,store,0,0,15,0,0,0
2024-09-08,SKU_002,store,0,0,48,0,0,0
2024-09-09,SKU_002,store,0,0,50,0,0,0
2024-09-10,SKU_002,store,203,0,14,203,0,0
2024-09-11,SKU_002,store,171,32,0,0,0,0
2024-09-12,SKU_002,store,147,24,0,0,0,0
2024-09-13,SKU_002,store,119,28,0,0,0,0
2024-09-14,SKU_002,store,91,28,0,0,0,0
2024-09-15,SKU_002,store,54,37,0,0,0,0
2024-09-16,SKU_002,store,38,16,0,0,1,0
2024-09-17,SKU_002,store,8,30,0,0,1,0
2024-09-18,SKU_002,store,0,8,28,0,0,0
2024-09-19,SKU_002,store,0,0,22,0,0,0
2024-09-20,SKU_002,store,0,0,34,0,0,0
2024-09-21,SKU_002,store,0,0,17,0,0,0
2024-09-22,SKU_002,store,0,0,20,0,0,0
2024-09-23,SKU_002,store,0,0,33,0,0,0
2024-09-24,SKU_002,store,0,0,35,0,0,0
2024-09-25,SKU_002,store,0,0,34,0,0,0
2024-09-26,SKU_002,store,0,0,24,0,1,0
2024-09-27,SKU_002,store,0,0,28,0,0,0
2024-09-28,SKU_002,store,0,0,33,0,1,0
2024-09-29,SKU_002,store,0,0,19,0,0,0
2024-09-30,SKU_002,store,0,0,30,0,0,0
2024-10-01,SKU_002,store,0,0,21,0,0,0
2024-10-02,SKU_002,store,0,0,12,0,0,0
2024-10-03,SKU_002,store,0,0,49,0,0,0
2024-10-04,SKU_002,store,0,0,24,0,0,0
2024-10-05,SKU_002,store,0,0,25,0,0,0
2024-10-06,SKU_002,store,0,0,29,0,1,0
2024-10-07,SKU_002,store,0,0,38,0,0,0
2024-10-08,SKU_002,store,0,0,26,0,0,0
2024-10-09,SKU_002,store,0,0,38,0,0,0
2024-10-10,SKU_002,store,0,0,38,0,0,0
2024-10-11,SKU_002,store,0,0,35,0,0,0
2024-10-12,SKU_002,store,0,0,36,0,0,0
2024-10-13,SKU_002,store,0,0,19,0,0,0
2024-10-14,SKU_002,store,0,0,35,0,0,0
2024-10-15,SKU_002,store,0,0,24,0,0,0
2024-10-16,SKU_002,store,0,0,21,0,0,0
2024-10-17,SKU_002,store,0,0,37,0,0,0
2024-10-18,SKU_002,store,0,0,13,0,0,0
2024-10-19,SKU_002,store,0,0,17,0,0,0
2024-10-20,SKU_002,store,0,0,22,0,0,0
2024-10-21,SKU_002,store,0,0,38,0,0,0
2024-10-22,SKU_002,store,0,0,36,0,0,0
2024-10-23,SKU_002,store,141,0,31,141,0,0
2024-10-24,SKU_002,store,116,25,0,0,0,0
2024-10-25,SKU_002,store,98,18,0,0,0,0
2024-10-26,SKU_002,store,65,33,0,0,1,0
2024-10-27,SKU_002,store,45,20,0,0,1,0
2024-10-28,SKU_002,store,25,20,0,0,0,0
2024-10-29,SKU_002,store,0,25,11,0,0,0
2024-10-30,SKU_002,store,0,0,24,0,0,0
2024-10-31,SKU_002,store,0,0,46,0,0,0
2024-11-01,SKU_002,store,0,0,33,0,0,0
2024-11-02,SKU_002,store,0,0,24,0,0,0
2024-11-03,SKU_002,store,0,0,30,0,0,0
2024-11-04,SKU_002,store,0,0,16,0,0,0
2024-11-05,SKU_002,store,0,0,32,0,0,0
2024-11-06,SKU_002,store,0,0,34,0,0,0
2024-11-07,SKU_002,store,0,0,25,0,0,0
2024-11-08,SKU_002,store,0,0,14,0,0,0
2024-11-09,SKU_002,store,0,0,25,0,0,0
2024-11-10,SKU_002,store,0,0,21,0,0,0
2024-11-11,SKU_002,store,0,0,27,0,0,0
2024-11-12,SKU_002,store,0,0,24,0,0,0
2024-11-13,SKU_002,store,0,0,28,0,0,0
2024-11-14,SKU_002,store,0,0,38,0,0,0
2024-11-15,SKU_002,store,0,0,27,0,0,0
2024-11-16,SKU_002,store,0,0,22,0,0,0
2024-11-17,SKU_002,store,0,0,14,0,0,0
2024-11-18,SKU_002,store,0,0,25,0,0,0
2024-11-19,SKU_002,store,0,0,36,0,0,0
2024-11-20,SKU_002,store,0,0,17,0,0,0
2024-11-21,SKU_002,store,0,0,25,0,1,0
2024-11-22,SKU_002,store,0,0,37,0,1,0
2024-11-23,SKU_002,store,0,0,27,0,0,0
2024-11-24,SKU_002,store,0,0,28,0,0,0
2024-11-25,SKU_002,store,0,0,26,0,0,0
2024-11-26,SKU_002,store,0,0,36,0,0,0
2024-11-27,SKU_002,store,0,0,25,0,0,0
2024-11-28,SKU_002,store,0,0,33,0,0,1
2024-11-29,SKU_002,store,0,0,34,0,0,0
2024-11-30,SKU_002,store,0,0,24,0,0,0
2024-12-01,SKU_002,store,0,0,31,0,0,0
2024-12-02,SKU_002,store,0,0,30,0,0,0
2024-12-03,SKU_002,store,0,0,23,0,0,0
2024-12-04,SKU_002,store,0,0,32,0,0,0
2024-12-05,SKU_002,store,0,0,23,0,0,0
2024-12-06,SKU_002,store,0,0,21,0,0,0
2024-12-07,SKU_002,store,0,0,30,0,1,0
2024-12-08,SKU_002,store,0,0,38,0,0,0
2024-12-09,SKU_002,store,0,0,9,0,0,0
2024-12-10,SKU_002,store,0,0,49,0,1,0
2024-12-11,SKU_002,store,0,0,26,0,0,0
2024-12-12,SKU_002,store,0,0,19,0,0,0
2024-12-13,SKU_002,store,0,0,22,0,1,0
2024-12-14,SKU_002,store,0,0,39,0,0,0
2024-12-15,SKU_002,store,0,0,37,0,0,0
2024-12-16,SKU_002,store,0,0,18,0,0,0
2024-12-17,SKU_002,store,112,0,11,112,0,0
2024-12-18,SKU_002,store,287,36,0,211,0,0
2024-12-19,SKU_002,store,257,30,0,0,1,0
2024-12-20,SKU_002,store,223,34,0,0,0,0
2024-12-21,SKU_002,store,207,16,0,0,0,0
2024-12-22,SKU_002,store,165,42,0,0,0,0
2024-12-23,SKU_002,store,393,35,0,263,0,0
2024-12-24,SKU_002,store,356,37,0,0,0,0
2024-12-25,SKU_002,store,340,16,0,0,0,1
2024-12-26,SKU_002,store,314,26,0,0,0,0
2024-12-27,SKU_002,store,286,28,0,0,0,0
2024-12-28,SKU_002,store,266,20,0,0,0,0
2024-12-29,SKU_002,store,236,30,0,0,0,0
2024-12-30,SKU_002,store,214,22,0,0,0,0
2024-12-31,SKU_002,store,198,16,0,0,0,0
2023-01-01,SKU_002,ecomm,455,45,0,0,0,1
2023-01-02,SKU_002,ecomm,446,9,0,0,0,0
2023-01-03,SKU_002,ecomm,429,17,0,0,0,0
2023-01-04,SKU_002,ecomm,675,21,0,267,0,0
2023-01-05,SKU_002,ecomm,643,32,0,0,0,0
2023-01-06,SKU_002,ecomm,614,29,0,0,0,0
2023-01-07,SKU_002,ecomm,587,27,0,0,0,0
2023-01-08,SKU_002,ecomm,549,38,0,0,0,0
2023-01-09,SKU_002,ecomm,523,26,0,0,1,0
2023-01-10,SKU_002,ecomm,489,34,0,0,0,0
2023-01-11,SKU_002,ecomm,465,24,0,0,0,0
2023-01-12,SKU_002,ecomm,445,20,0,0,0,0
2023-01-13,SKU_002,ecomm,423,22,0,0,0,0
2023-01-14,SKU_002,ecomm,401,22,0,0,0,0
2023-01-15,SKU_002,ecomm,386,15,0,0,0,0
2023-01-16,SKU_002,ecomm,356,30,0,0,1,0
2023-01-17,SKU_002,ecomm,319,37,0,0,0,0
2023-01-18,SKU_002,ecomm,290,29,0,0,0,0
2023-01-19,SKU_002,ecomm,449,20,0,179,0,0
2023-01-20,SKU_002,ecomm,652,23,0,226,0,0
2023-01-21,SKU_002,ecomm,631,21,0,0,0,0
2023-01-22,SKU_002,ecomm,607,24,0,0,0,0
2023-01-23,SKU_002,ecomm,584,23,0,0,0,0
2023-01-24,SKU_002,ecomm,560,24,0,0,0,0
2023-01-25,SKU_002,ecomm,541,19,0,0,0,0
2023-01-26,SKU_002,ecomm,503,38,0,0,0,0
2023-01-27,SKU_002,ecomm,481,22,0,0,0,0
2023-01-28,SKU_002,ecomm,463,18,0,0,0,0
2023-01-29,SKU_002,ecomm,433,30,0,0,0,0
2023-01-30,SKU_002,ecomm,404,29,0,0,0,0
2023-01-31,SKU_002,ecomm,384,20,0,0,0,0
2023-02-01,SKU_002,ecomm,348,36,0,0,0,0
2023-02-02,SKU_002,ecomm,327,21,0,0,0,0
2023-02-03,SKU_002,ecomm,307,20,0,0,0,0
2023-02-04,SKU_002,ecomm,541,24,0,258,0,0
2023-02-05,SKU_002,ecomm,521,20,0,0,0,0
2023-02-06,SKU_002,ecomm,500,21,0,0,0,0
2023-02-07,SKU_002,ecomm,482,18,0,0,0,0
2023-02-08,SKU_002,ecomm,463,19,0,0,0,0
2023-02-09,SKU_002,ecomm,445,18,0,0,0,0
2023-02-10,SKU_002,ecomm,427,18,0,0,0,0
2023-02-11,SKU_002,ecomm,412,15,0,0,0,0
2023-02-12,SKU_002,ecomm,395,17,0,0,0,0
2023-02-13,SKU_002,ecomm,352,43,0,0,0,0
2023-02-14,SKU_002,ecomm,315,37,0,0,0,0
2023-02-15,SKU_002,ecomm,293,22,0,0,0,0
2023-02-16,SKU_002,ecomm,264,29,0,0,0,0
2023-02-17,SKU_002,ecomm,231,33,0,0,0,0
2023-02-18,SKU_002,ecomm,198,33,0,0,0,0
2023-02-19,SKU_002,ecomm,170,28,0,0,0,0
2023-02-20,SKU_002,ecomm,131,39,0,0,0,0
2023-02-21,SKU_002,ecomm,106,25,0,0,1,0
2023-02-22,SKU_002,ecomm,81,25,0,0,0,0
2023-02-23,SKU_002,ecomm,53,28,0,0,1,0
2023-02-24,SKU_002,ecomm,24,29,0,0,0,0
2023-02-25,SKU_002,ecomm,0,24,5,0,0,0
2023-02-26,SKU_002,ecomm,0,0,25,0,0,0
2023-02-27,SKU_002,ecomm,0,0,17,0,0,0
2023-02-28,SKU_002,ecomm,0,0,20,0,0,0
2023-03-01,SKU_002,ecomm,0,0,19,0,0,0
2023-03-02,SKU_002,ecomm,0,0,24,0,0,0
2023-03-03,SKU_002,ecomm,0,0,23,0,0,0
2023-03-04,SKU_002,ecomm,0,0,23,0,1,0
2023-03-05,SKU_002,ecomm,0,0,25,0,0,0
2023-03-06,SKU_002,ecomm,0,0,31,0,0,0
2023-03-07,SKU_002,ecomm,0,0,27,0,0,0
2023-03-08,SKU_002,ecomm,0,0,36,0,0,0
2023-03-09,SKU_002,ecomm,0,0,36,0,0,0
2023-03-10,SKU_002,ecomm,0,0,45,0,0,0
2023-03-11,SKU_002,ecomm,0,0,26,0,0,0
2023-03-12,SKU_002,ecomm,284,0,41,284,0,0
2023-03-13,SKU_002,ecomm,268,16,0,0,0,0
2023-03-14,SKU_002,ecomm,248,20,0,0,0,0
2023-03-15,SKU_002,ecomm,212,36,0,0,0,0
2023-03-16,SKU_002,ecomm,190,22,0,0,0,0
2023-03-17,SKU_002,ecomm,171,19,0,0,0,0
2023-03-18,SKU_002,ecomm,132,39,0,0,0,0
2023-03-19,SKU_002,ecomm,92,40,0,0,0,0
2023-03-20,SKU_002,ecomm,71,21,0,0,0,0
