,index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
249,1831,41032153,VERIZON WIRELESS,PO BOX 25505,LEHIGH VALLEY,PA,18002-5505,US,22-3723921,305552.56,968045562,"Verizon Wireless, Inc.", Lehigh Valley PA,Verizon Communications Inc.,1.0,Yes
250,1835,41032466,EPSILON DATA MANAGEMENT LLC,3788 MOMENTUM PL,CHICAGO,IL,60689-5337,US,13-3142389,359297.25,79758587,"Epsilon Data Management, Inc",309 W Washington St Chicago IL,"Epsilon Data Management, Inc",1.0,Yes
251,1841,41033034,CITY OF LAGRANGE,200 RIDLEY AVE RM 202,LAGRANGE,GA,30240,US,,495.0,78105012,City of Lagrange,200 Ridley Ave Lagrange GA,City of Lagrange,1.0,Yes
252,1842,41033131,REFINITIV US LLC,PO BOX 415983,BOSTON,MA,02241,US,20-4530702,9381.56,828471651,Refinitiv US LLC, Carol Stream IL,LONDON STOCK EXCHANGE GROUP PLC,1.0,Yes
253,1846,41033715,CITY OF FORT MYERS,1825 HENDRY ST STE 101,FORT MYERS,FL,33901,US,,2776.4,73229387,City of Fort Myers,2200 Second St Fort Myers FL,City of Fort Myers,1.0,Yes
254,1847,41034629,COLORADO DEPARTMENT OF REVENUE,1375 SHERMAN ST RM 122,DENVER,CO,80261-0004,US,,239.39999999999998,878047018,Department of Revenue Colorado,1375 Sherman St Rm 409 Denver CO,State of Colorado,1.0000000000000002,Yes
255,1848,41034686,CITY OF TULARE FINANCE DEPT,411 EAST KERN AVE STE F,TULARE,CA,93274-4257,US,,504.0,20018339,City of Tulare,411 E Kern Ave Tulare CA,City of Tulare,0.7953,Yes
256,1851,41035977,CITY OF PASADENA,PO BOX 672,PASADENA,TX,77501,US,,150.0,28900439,City of Pasadena,100 N Garfield Ave Pasadena CA,City of Pasadena,1.0,Yes
257,1852,41036158,TOWN OF WAREHAM,54 MARION RD,WAREHAM,MA,02571,US,,150.0,73825069,Town of Wareham,54 Marion Rd Ste 5 Wareham MA,Town of Wareham,1.0000000000000002,Yes
258,1853,41036326,MERCER INC,PO BOX 730182,DALLAS,TX,75373-0182,US,13-2834414,400.0,24409315,Mercer (us) Inc., Chicago IL,"Marsh & McLennan Companies, Inc.",1.0,Yes
259,1854,41036391,CITY OF OXNARD,214 SOUTH C ST,OXNARD,CA,93030-5790,US,,2659.97,81790214,City of Oxnard,300 W 3rd St Oxnard CA,City of Oxnard,1.0,Yes
260,1855,41036413,INTERNATIONAL SOS ASSISTANCE INC,PO BOX 419386,BOSTON,MA,02241-9386,US,91-1501877,49090.0,20411393,"International SOS Assistance, Inc.",3600 Horizon Blvd Ste 300 Feasterville Trevose PA,BLUE MOUNTAIN PTE. LTD.,1.0000000000000002,Yes
261,1857,41036744,DAWSON COUNTY,25 JUSTICE WAY STE 2322,DAWSONVILLE,GA,30534,US,,511.0,39486055,"Dawson, County of (inc)",60 Transportation Ln Dawsonville GA,"Dawson, County of (inc)",1.0,Yes
262,1858,41036858,TOWN OF NIAGARA,7105 LOCKPORT RD,NIAGARA FALLS,NY,14305,US,,50.0,54640560,Town of Niagara,7105 Lockport Rd Niagara Falls NY,Town of Niagara,1.0000000000000002,Yes
263,1870,41039433,ICR LLC,761 MAIN AVE BLDG H,NORWALK,CT,06851,US,20-1991736,114000.0,52742553,"Icr, LLC",761 Main Ave Norwalk CT,"Icr, LLC",1.0,Yes
264,1873,41039527,SAN BERNARDINO COUNTY,777 E RIALTO AVE,SAN BERNARDINO,CA,92415-0720,US,,3489.76,3552754,County of San Bernardino,825 E 3rd St San Bernardino CA,San Bernardino County,1.0000000000000002,Yes
265,1876,41040224,WORLD FUEL SERVICES,2458 PAYSPHERE CIR,CHICAGO,IL,60674-2458,US,76-0291977,2725972.86,80623172,"World Fuel Services, Inc.",2458 Paysphere Cir Chicago IL,"World Fuel Services, Inc.",1.0,Yes
266,1882,41041077,TOWN OF SEABROOK,PO BOX 456,SEABROOK,NH,03874-0456,US,,25.0,92053040,Town of Seabrook,99 Lafayette Rd Seabrook NH,Town of Seabrook,1.0000000000000002,Yes
267,1885,41042056,OCHRE CAR PARK LLC,625 ATLANTIC AVE,BROOKLYN,NY,11217,US,20-4803598,3200.0,130840075,"Ochre Car Park, LLC",1651 3rd Ave New York NY,"Ochre Car Park, LLC",1.0000000000000002,Yes
268,1886,41042208,AON CANADA INC,20 BAY STREET SUITE 2400,TORONTO,ON,M5J 2N9,CA,104444864,2235.98,207869884,Aon Reed Stenhouse Inc.,20 Bay St Suite 2400 TORONTO ON,AON GLOBAL LIMITED,0.8105,Yes
269,1889,41042715,A SERVICES GROUP LLC,PO BOX 17785,GREENVILLE,SC,29606,US,20-0139377,12100.5,622808053,"Group Services, Inc",6000 Western Pl Ste 300 Fort Worth TX,"Group Services, Inc",1.0000000000000002,Yes
270,1891,41043209,STIKEMAN ELLIOTT LLP,1155 RENE LEVESQUE BLVD W,MONTREAL,QC,H3B 3V2,CA,121411136,14523.26,240456111,Stikeman Elliott LLP,5300 Commerce Crt W 199 Bay St TORONTO ON,Stikeman Elliott LLP,1.0,Yes
271,1894,41043565,CITY OF PALO ALTO,275 FOREST AVE,PALO ALTO,CA,94301,US,,55.0,50520782,City of Palo Alto,250 Hamilton Ave Palo Alto CA,City of Palo Alto,1.0,Yes
272,1897,41043913,SOUTHWEST REGIONAL TAX BUREAU,ONE CENTENNIAL WAY,SCOTTSDALE,PA,15683-1792,US,,1144.38,70450473,Southwest Regional Tax Bureau,211 Centennial Way Scottdale PA,Southwest Regional Tax Bureau,1.0000000000000002,Yes
273,1901,41044368,WORKERS COMPENSATION BOARD,PO BOX 2323,EDMONTON,AB,T5J 3V3,CA,,22309.6,208131110,Workers Compensation Board,1 Portland Street SAINT JOHN NB,Workers Compensation Board,1.0,Yes
274,1912,41045789,NGC US LLC,300 MILLENNIUM DR,CRYSTAL LAKE,IL,60012,US,83-1107610,846350.89,42163062,Ngc US LLC,300 Millennium Dr Crystal Lake IL,"BHN Holdings, Inc.",1.0,Yes
275,1913,41046022,JAMES ANDERSON,12101 E 2ND AVE STE 202,AURORA,CO,80011,US,,3029.2999999999997,38784549,James Anderson,74355 Rush Run Cadiz OH,James Anderson,1.0,Yes
276,1917,41047534,VILLAGE OF NORTH AURORA,25 E STATE ST,NORTH AURORA,IL,60542,US,,50.0,32324675,Village of North Aurora,25 E State St Ste 2 North Aurora IL,Village of North Aurora,1.0,Yes
277,1922,41047662,CITY OF SWEETWATER,500 SW 109TH AVE,SWEETWATER,FL,33174,US,,1076.2,21931571,City of Sweetwater,200 E 4th St Sweetwater TX,City of Sweetwater,1.0000000000000002,Yes
278,1923,41047669,GRANT THORNTON LLC,33562 TREASURY CTR,CHICAGO,IL,60694-3502,US,36-6055558,46363.01,786577648,Grant Thornton LLP,33570 Treasury Ctr Chicago IL,GRANT THORNTON INTERNATIONAL LIMITED,1.0000000000000002,Yes
279,1927,41047990,WORKIVA INC,2900 UNIVERSITY BLVD,AMES,IA,50010,US,47-2509828,50930.93,23739054,Workiva Inc.,2900 University Blvd Ames IA,Workiva Inc.,1.0,Yes
280,1931,41048077,BAKER & MCKENZIE (LONDON UK),100 NEW BRIDGE ST,LONDON,LO,EC4V 6JA,GB,,1009.7499999999999,345380617,BAKER & MCKENZIE LLP,100 New Bridge Street LONDON ,BAKER & MCKENZIE LLP,0.7419,Yes
281,1934,41048432,SAFEGUARD WORLD INTERNATIONAL,"GROUND FLOOR, BUILDING 2 CAMPION PA",CREWE,CH,CW4 8AX,GB,,191233.75,44585513,Safeguard World International LLC,108 Wild Basin Rd Ste 20 West Lake Hills TX,SAFEGUARD WORLD INTERNATIONAL HOLDINGS LIMITED,1.0000000000000004,Yes
282,1939,41048762,BAKER AND MCKENZIE,181 BAY ST STE 2100,TORONTO,ON,M5J 2T3,CA,119407625,49252.79,74425455,Baker & McKenzie LLP,300 E Randolph St # 5000 Chicago IL,Baker & McKenzie LLP,1.0,Yes
283,1940,41048778,JOHNSON MARK LLC,P O BOX 7811,SANDY,UT,84091,US,,1294.37,26691283,Johnson Mark LLC,4548 S Atherton Dr # 100 Salt Lake City UT,Johnson Mark LLC,1.0,Yes
284,1941,41048788,BAKER & MCKENZIE (CHICAGO),300 E RANDOLPH ST STE 5000,CHICAGO,IL,60601,US,36-2137456,178757.41,74425455,Baker & McKenzie LLP,300 E Randolph St # 5000 Chicago IL,Baker & McKenzie LLP,0.9344,Yes
285,1943,41048866,DATASITE LLC,733 S MARQUETTE AVE SUITE 600,MINNEAPOLIS,MN,55402-2357,US,41-2007271,31959.33,100497952,Datasite LLC,733 Marquette Ave Ste 600 Minneapolis MN,Datasite Global Corporation,1.0,Yes
286,1949,41049167,PEARL MEYER PARTNERS,P O BOX 6150823,DALLAS,TX,75265,US,35-2324075,3845.0,109906870,"Pearl Meyer & Partners, LLC",3 Riverway Ste 1350 Houston TX,"Pearl Meyer & Partners, LLC",1.0,Yes
287,1950,41049178,REVENU QUEBEC,C.P. 5500 SUCCURSALE DESJARDINS,MONTREAL,QC,H5B 1A8,CA,,27912.18,208446507,Revenu Quebec,200 Rue Dorchester Québec QC,Revenu Quebec,1.0,Yes
288,1951,41049192,BALDWIN COUNTY CLERK OF COURTS,312 COURTHOUSE SQUARE ste 10,BAY MINETTE,AL,36507,US,,6062.54,82060450,County of Baldwin,312 Courthouse Sq Ste 11 Bay Minette AL,County of Baldwin,0.823,Yes
289,1956,41049259,SP PLUS CORPORATION,PO BOX 790402,ST LOUIS,MO,63179-0402,US,16-1171179,1172.0,52260933,Sp Plus Corporation,227 W Trade St Charlotte NC,Sp Plus Corporation,1.0,Yes
290,1959,41049317,WORKERS COMPENSATION BOARD OF,175 HARGRAVE ST 5TH FLR,WINNIPEG,MB,R3C 3R8,CA,,2037.1999999999998,208131110,Workers Compensation Board,1 Portland Street SAINT JOHN NB,Workers Compensation Board,1.0,Yes
291,1962,41049681,CAPITAL ONE BANK,2155 BUTTERFIELD DR STE 200,TROY,MI,48084,US,,81.25,147762764,Capital One Bank,1680 Capital One Dr Mc Lean VA,Capital One Financial Corporation,1.0000000000000002,Yes
292,1965,41049709,CITY OF KENT,PO BOX 84665,SEATTLE,WA,98124-5965,US,,101.0,20253613,City of Kent,220 4th Ave S Kent WA,City of Kent,1.0,Yes
293,1971,41049900,SUN LIFE ASSURANCE CO OF CANADA,227 KING ST S,WATERLOO,ON,N2J 4C5,CA,105071005,744291.11,204090638,Sun Life Assurance Company Of Canada,1155 rue Metcalfe bureau 1410 Montréal QC,Sun Life Financial Inc,1.0,Yes
294,1975,41049951,"RONALD H WILLIAMS, CITY OF SUFFOLK",442 W WASHINGTON ST,SUFFOLK,VA,23434,US,,211.83,66024845,City of Suffolk,442 W Washington St Suffolk VA,City of Suffolk,0.8708,Yes
295,1976,41049984,INTRADO DIGITAL MEDIA LLC,PO BOX 74007143,CHICAGO,IL,60674-7143,US,82-4974614,23446.1,153386862,"Intrado Digital Media, LLC",770 N Halsted St Ste 6s Chicago IL,"Mount Olympus Holdings, Inc.",1.0,Yes
296,1980,41050088,ERI ECONOMIC RESEARCH INSTITUTE,PO BOX 3524,SEATTLE,WA,98124-3524,US,33-0356443,537.5,19443832,Eri Economic Research Institute Inc,9817 Ne 54th St Ste 101 Vancouver WA,Eri Economic Research Institute Inc,1.0,Yes
297,1988,41050381,CITY OF NEW ALBANY,99 W MAIN ST PO BOX 188,NEW ALBANY,OH,43054,US,31-0649470,108916.15,3860470,"New Albany, City of (inc)",316 E Spring St New Albany IN,"New Albany, City of (inc)",1.0000000000000002,Yes
298,1989,41050387,TREASURER OF SPOTSYLVANIA,PO BOX 100,SPOTSYLVANIA,VA,22553,US,,140.11,967378410,County of Spotsylvania, Spotsylvania VA,County of Spotsylvania,0.78,Yes
299,1991,41050499,BAKER & HOSTETLER LLP,PO BOX 70189,CLEVELAND,OH,44190,US,34-0082025,121408.97,17435137,Baker & Hostetler LLP, Cleveland OH,Baker & Hostetler LLP,1.0,Yes
300,1992,41050503,BLACKHAWK NETWORK CANADA LTD,170 ATTWELL DRIVE SUITE 550,TORONTO,ON,M9W 5Z5,CA,840075147,2541.54,206955010,Blackhawk Network (Canada) Ltd,3280 Bloor St W Suite 801 TORONTO ON,"BHN HOLDINGS, INC.",1.0,Yes
301,1996,41050554,KEGLER BROWN HILL AND,65 EAST STATE ST SUITE 1800,COLUMBUS,OH,43215,US,31-1037466,1934.5,58377276,"Kegler, Brown, Hill & Ritter Co Lpa",65 E State St Ste 1800 Columbus OH,"Kegler, Brown, Hill & Ritter Co Lpa",0.8349,Yes
302,1998,41050629,SQUIRE PATTON BOGGS US LLP,41 SOUTH HIGH STREET SUITE 2000,COLUMBUS,OH,43215,US,34-0648199,6518.4,1846760,Squire Patton Boggs (us) LLP,201 E 4th St Ste 324 Cincinnati OH,Squire Patton Boggs (us) LLP,1.0000000000000002,Yes
303,2003,41050730,KANSAS CITY UNIFIED GOVERNMENT,4953 STATE AVENUE,KANSAS CITY,KS,66102,US,,219.0,7401884,Unified Government of Wyandotte County,4953 State Ave Kansas City KS,Unified Government of Wyandotte County,0.8519,Yes
304,2011,41050970,DEQUE SYSTEMS INC,381 ELDEN ST STE 2000,HERNDON,VA,20170,US,54-2015044,133951.4,11475105,Deque Systems Inc.,381 Elden St Ste 2000 Herndon VA,Deque Systems Inc.,1.0000000000000002,Yes
305,2023,41051450,MIDLAND CREDIT MANAGEMENT,575 S 10TH 2ND FL,LINCOLN,NE,68508,US,,173.99,45739410,Midland Credit Management Inc,400 E Pratt St Ste 813 Baltimore MD,Midland Credit Management Inc,1.0,Yes
306,2026,41051553,HUNTON ANDREWS KURTH LLP,951 E BYRD ST,RICHMOND,VA,23219-4074,US,54-0572269,396793.87,117477833,Hunton Andrews Kurth LLP,600 Travis St NW Ste 4200 Atlanta GA,Hunton Andrews Kurth LLP,1.0000000000000004,Yes
307,2027,41051645,STATE OF ALASKA,PO BOX 110420,JUNEAU,AK,99811-0420,US,,38252.479999999996,40142719,State of Alaska,506 Lake St Kenai AK,State of Alaska,1.0000000000000002,Yes
308,2042,41052474,CITY OF FOLEY,PO BOX 1750,FOLEY,AL,36536,US,,78104.65000000001,72630544,City of Foley,407 E Laurel Ave Foley AL,City of Foley,1.0,Yes
309,2045,41052562,BLITT AND GAINES PC,775 CORPORATE WOODS PARKWAY,VERNON HILLS,IL,60061,US,,1698.94,36701050,"Blitt and Gaines, P.C.",775 Corporate Woods Pkwy Vernon Hills IL,"Blitt and Gaines, P.C.",1.0000000000000002,Yes
310,2050,41052672,CITY OF CARSON,701 E CARSON ST,CARSON,CA,90745,US,,719.4,876547787,Carson City Corporation,600 S Carson St Carson City NV,Carson City Corporation,1.0,Yes
311,2052,41052819,CAPITAL ONE BANK,"525 VINE STREET, STE 800",CINCINNATI,OH,45202,US,,821.63,147762764,Capital One Bank,1680 Capital One Dr Mc Lean VA,Capital One Financial Corporation,1.0000000000000002,Yes
312,2080,41054458,LAWRENCE CIRCUIT COURT,"916  15TH ST, RM 37",BEDFORD,IN,47421,US,,2068.53,47486956,County of Lawrence,916 15th St Rm 20 Bedford IN,County of Lawrence,0.7284,Yes
313,2091,41054647,"BURSEY & ASSOCIATES, P.C.",3443 N CAMPBELL AVE STE 155,TUCSON,AZ,85719,US,,3345.56,879603751,"Bursey & Associates, P.C.",3443 N Campbell Ave # 155 Tucson AZ,"Bursey & Associates, P.C.",1.0,Yes
314,2108,41055080,MARINER FINANCE LLC,"28263 LEXUS DR, UNIT 4",MILFORD,DE,19963,US,,1840.49,18808978,Mariner Finance LLC,625 Baltimore Blvd Ste I Westminster MD,Mariner Finance LLC,1.0,Yes
315,2122,41055310,"MIDLAND CREDIT MANAGEMENT, INC.",PO BOX 2121,WARREN,MI,48090,US,,6549.87,45739410,Midland Credit Management Inc,400 E Pratt St Ste 813 Baltimore MD,Midland Credit Management Inc,1.0,Yes
316,2175,41055640,CITY OF SHAWNEE,11110 Johnson Drive,SHAWNEE,KS,66203,US,,150.0,6944615,City of Shawnee,11110 Johnson Dr Shawnee KS,City of Shawnee,1.0000000000000002,Yes
317,2176,41055643,CITY OF FREMONT FIRE DEPARTMENT,"3300 Capitol Avenue, Bldg. A",FREMONT,CA,94538,US,,340.38,76549104,City of Fremont,3300 Capitol Ave Fremont CA,City of Fremont,0.9089,Yes
318,2179,41055650,CITY OF ONALASKA,415 Main Street,ONALASKA,WI,54650,US,,110.0,50422997,City of Onalaska,415 Main St Onalaska WI,City of Onalaska,1.0,Yes
319,2263,42000195,SOUTH COAST PLAZA,PO Box 54876,LOS ANGELES,CA,90074-4876,US,95-6121887,525406.97,51969848,"South Coast Plaza, LLC",3333 Bristol St Ofc Costa Mesa CA,"South Coast Plaza, LLC",1.0,Yes
320,2285,42000253,KENNEDY MALL,PO BOX 7535,CAROL STREAM,IL,60197,US,34-1845911,108896.0,86415078,Kennedy Mall Ltd,5577 Youngstown Warren Rd Niles OH,Kennedy Mall Ltd,1.0,Yes
321,2327,42000354,RIVER PARK SQUARE LLC,PO Box 2160,SPOKANE,WA,99210-2160,US,91-1902945,30800.0,69703390,River Park Square,808 W Main Ave Spokane WA,River Park Square,1.0,Yes
322,2339,42000375,THE MARKET PLACE,"PO Box 8000, Dept 990",BUFFALO,NY,14267,US,16-6106368,63568.35,198210056,The Market Place Inc,528 N County Dr Wakefield VA,The Market Place Inc,1.0,Yes
323,2357,42000418,SAMPSON CROSSING LLLP,270 W NEW ENGLAND AVE,WINTER PARK,FL,32789,US,59-3507852,31974.0,116795458,Beach Lake Commons Lllp,270 W New England Ave Winter Park FL,Beach Lake Commons Lllp,0.7722,Yes
324,2409,42000522,PREMIUM OUTLET PARTNERS LP,PO Box 822983,PHILADELPHIA,PA,19182-2983,US,22-3258100,201049.98,132485553,"Premium Outlet Partners, L.P.",875 S Grand Central Pkwy Las Vegas NV,"Simon Property Group, Inc.",1.0,Yes
325,2441,42000597,BROADSTONE PLAZA 02 LP,12411 Ventura Blvd,STUDIO CITY,CA,91604,US,74-3060665,65302.520000000004,111290216,"10 Quivira Plaza 14 A, LLC",12411 Ventura Blvd Studio City CA,"10 Quivira Plaza 14 A, LLC",0.7122,Yes
326,2457,42000629,PREMIUM OUTLET PARTNERS LP,PO Box 822928,PHILADELPHIA,PA,19182-2928,US,22-3258100,58423.58,132485553,"Premium Outlet Partners, L.P.",875 S Grand Central Pkwy Las Vegas NV,"Simon Property Group, Inc.",1.0,Yes
327,2505,42000763,PREMIUM OUTLET PARTNERS LP,PO Box 822941,PHILADELPHIA,PA,19182-2941,US,22-3258100,57258.53,132485553,"Premium Outlet Partners, L.P.",875 S Grand Central Pkwy Las Vegas NV,"Simon Property Group, Inc.",1.0,Yes
328,2516,42000812,REGENCY CENTERS LP,PO Box 822179,PHILADELPHIA,PA,19182-2179,US,20-2852387,61589.03,190720599,"Regency Centers, L.P.",1 Independent Dr Ste 114 Jacksonville FL,Regency Centers Corporation,1.0000000000000002,Yes
329,2540,42000856,MIDSTAR PROPERTIES GP INC,"1840 Norwood Plaza, Ste 101",HURST,TX,76054,US,75-2779349,25536.08,120001834,"Midstar Properties Gp, Inc.",500 Grapevine Hwy Ste 224 Hurst TX,"Midstar Properties Gp, Inc.",1.0000000000000002,Yes
330,2594,42001035,EASTON TOWN CENTER II LLC,4016 TOWNSFAIR WAY STE 201,COLUMBUS,OH,43219,US,83-0488305,291470.34,71788371,Easton Town Center LLC,4016 Townsfair Way # 201 Columbus OH,Easton Town Center LLC,0.9508,Yes
331,2599,42001053,PRINCIPAL LIFE INSURANCE COMPANY,"PO BOX 310300, PROPERTY 121410",DES MOINES,IA,50331-0300,US,42-0127290,9879.960000000003,796578425,Principal Life Insurance Company,4141 Parklake Ave Ste 450 Raleigh NC,"Principal Financial Group, Inc.",1.0,Yes
332,2609,42001098,EXPRESS LLC,One Limited Parkway,COLUMBUS,OH,43230,US,54-2170160,2701.7,4630205,A & A Express,2393 Oak Harbour Dr # 333 Sacramento CA,A & A Express,1.0,Yes
333,2621,42001121,PREMIUM OUTLET PARTNERS LP,PO Box 822900,PHILADELPHIA,PA,19182-2900,US,22-3258100,179668.08000000002,132485553,"Premium Outlet Partners, L.P.",875 S Grand Central Pkwy Las Vegas NV,"Simon Property Group, Inc.",1.0,Yes
334,2622,42001122,PREMIUM OUTLET PARTNERS LP,PO Box  822464,PHILADELPHIA,PA,19182-2464,US,22-3258100,119157.95,132485553,"Premium Outlet Partners, L.P.",875 S Grand Central Pkwy Las Vegas NV,"Simon Property Group, Inc.",1.0,Yes
335,2693,42001319,CAMERON CORPORATION,10180 - 111 ST NW,EDMONTON,AB,T5K 1K6,CA,,90671.0,809606929,"Cameron Company, Inc.",87 Elm St Ste 106b Camden ME,"Cameron Company, Inc.",1.0,Yes
336,2697,42001330,ELKIN COMMONS LLC,"48 E Old Country Rd, Ste 203",MINEOLA,NY,11501,US,27-2490189,26748.74,79131257,"Rockaway Commons, LLC",48 E Old Country Rd Mineola NY,"Rockaway Commons, LLC",0.7282,Yes
337,2722,42001447,SYUFY ENTERPRISES LP,150 PELICAN WAY,SAN RAFAEL,CA,94901,US,94-2167713,55767.479999999996,828112532,Syufy Enterprises,150 Pelican Way San Rafael CA,Syufy Enterprises,1.0,Yes
338,2848,42001809,ROCKSTEP VIRGINIA LLC,1401 S 12TH AVENUE,VIRGINIA,MN,55792,US,47-1493346,11167.0,97373185,Rockstep Management Co,1401 S 12th Ave Virginia MN,Rockstep Management Co,0.8867,Yes
339,3039,42002515,CHINO DUNHILL LLC,3100 MONTICELLO STE 300,DALLAS,TX,75208,US,47-4588711,87588.6,86080581,Broadway Dunhill Investors LLC,3100 Monticello Ave # 300 Dallas TX,Broadway Dunhill Investors LLC,0.795,Yes
340,3101,42002762,ETHAN CONRAD PROPERTIES,1300 NATIONAL DR #100,SACRAMENTO,CA,95834,US,555-57-7280,27000.0,177648032,"Ethan Conrad Properties, Inc.",1300 National Dr Ste 100 Sacramento CA,"Ethan Conrad Properties, Inc.",1.0,Yes
341,3123,42002856,TOWN SQUARE LAS VEGAS,10605 LAS VEGAS BLVD S STE 201,LAS VEGAS,NV,89119,US,81-5066058,130843.26000000001,947908711,City of Las Vegas, Las Vegas NV,City of Las Vegas,0.7498,Yes
342,3160,42002992,CPC CAMERON CROSSING LLC,800 VANDERBILT BEACH RD,NAPLES,FL,34108,US,81-5015944,89846.12,118583599,"CPC Houma II, LLC",800 Vanderbilt Beach Rd Naples FL,"CPC Houma II, LLC",0.7919,Yes
343,3222,42003213,PRTC LP,1990 S BUNDY DR STE 500,LOS ANGELES,CA,90025,US,61-1407479,95940.0,2556295,Prtc,890 Simpson Ave Rentz GA,Prtc,1.0,Yes
344,3228,42003245,PEARLAND DUNHILL INVESTORS LLC,"3100 MONTICELLO AVE, SUITE 300",DALLAS,TX,75205,US,82-1493384,58616.0,86080581,Broadway Dunhill Investors LLC,3100 Monticello Ave # 300 Dallas TX,Broadway Dunhill Investors LLC,0.8711,Yes
345,3277,42003399,BETHLEHEM RETAIL INVESTORS LLC,25A HANOVER RD STE 350,FLORHAM PARK,NJ,07932,US,83-1725218,35928.3,103185945,Bethlehem Retail Investors LLC,25a Hanover Rd Ste 350 Florham Park NJ,Bethlehem Retail Investors LLC,1.0,Yes
346,3279,42003404,FIRST RICHLAND LP,1556 PARKSIDE DR,WALNUT CREEK,CA,94596,US,94-3256648,68943.12,123024328,First Richland L.P.,1556 Parkside Dr Walnut Creek CA,First Richland L.P.,1.0,Yes
347,3281,42003410,INGLES MARKETS INC,"2913 HWY, 70 W",BLACK MOUNTAIN,NC,28711,US,56-0846267,44078.58,24418584,"Ingles Markets, Incorporated",2913 US Highway 70 Black Mountain NC,"Ingles Markets, Incorporated",1.0,Yes
348,3284,42003416,ETHAN CONRAD,1300 NATIONAL DR STE 100,SACRAMENTO,CA,95834,US,555-57-7280,136596.43,177648032,"Ethan Conrad Properties, Inc.",1300 National Dr Ste 100 Sacramento CA,"Ethan Conrad Properties, Inc.",0.9721,Yes
349,3388,42003760,RAINIER UTC ACQUISITIONS LLC,13760 NOEL RD STE 1020,DALLAS,TX,75240,US,84-1917717,73896.45,116965103,"Rainier Truman's Marketplace Acquisitions, LLC",13760 Noel Rd Ste 800 Dallas TX,"Rainier Truman's Marketplace Acquisitions, LLC",0.7249,Yes
350,3397,42003787,REGENCY CENTERS LP,PO BOX 532937,ATLANTA,GA,30353,US,59-3429602,73827.75,190720599,"Regency Centers, L.P.",1 Independent Dr Ste 114 Jacksonville FL,Regency Centers Corporation,1.0000000000000002,Yes
351,3439,42003906,"CENTENNIAL-HANFORD CENTER IV, LLC",195 S C ST STE 200,TUSTIN,CA,92780,US,73-1727730,46702.32,50919005,"Eastgate Center, LLC",195 S C St Ste 200 Tustin CA,"Eastgate Center, LLC",0.7199,Yes
352,3446,42003919,HAUPPAUGE PROPERTIES LLC,1975 HEMPSTEAD TPK STE 309,NEW YORK,NY,11554,US,80-0499103,41061.39,88233621,Hauppauge Properties LLC,205 County Road 6 E Ste S Elkhart IN,Hauppauge Properties LLC,1.0,Yes
353,3459,42003949,HAUPPAUGE PROPERTIES LLC,"1975 HEMPSTEAD TPK, STE 309",EAST MEADOW,NY,11554,US,80-0499103,41578.94,88233621,Hauppauge Properties LLC,205 County Road 6 E Ste S Elkhart IN,Hauppauge Properties LLC,1.0,Yes
354,3473,42003975,"RAINIER COLONY PLACE ACQUISITIONS,","13760 NOEL RD, STE 1020",DALLAS,TX,75240,US,84-3713222,53195.29,116965103,"Rainier Truman's Marketplace Acquisitions, LLC",13760 Noel Rd Ste 800 Dallas TX,"Rainier Truman's Marketplace Acquisitions, LLC",0.7171,Yes
355,3477,42003988,BRE DDR CROCODILE FALCON RIDGE,3300 ENTERPRISE PKWY,BEACHWOOD,OH,44122,US,34-1723097,74940.48,79546044,Bre Ddr Retail Holdings LLC,3300 Enterprise Pkwy Beachwood OH,Site Centers Corp.,0.8315,Yes
356,3496,42004032,RAINIER MOORE PLAZA ACQUISITIONS,13760 NOEL RD STE 1020,DALLAS,TX,75240,US,82-3679377,77980.66,116965103,"Rainier Truman's Marketplace Acquisitions, LLC",13760 Noel Rd Ste 800 Dallas TX,"Rainier Truman's Marketplace Acquisitions, LLC",0.7227,Yes
357,3502,42004048,ETHAN CONRAD,1300 NATIONAL DR STE 100,SACRAMENTO,CA,95834,US,555-57-7280,20172.43,177648032,"Ethan Conrad Properties, Inc.",1300 National Dr Ste 100 Sacramento CA,"Ethan Conrad Properties, Inc.",0.9721,Yes
358,3515,42004068,VICTORIA'S SECRET STORES LLC,4 LIMITED PKWY,COLUMBUS,OH,43068,US,84-4974531,333989.45999999996,87228177,"Victoria's Secret Stores, LLC",4 Limited Pkwy E Reynoldsburg OH,Victoria's Secret & Co.,1.0000000000000002,Yes
359,3520,42004084,B33 METRO CROSSING II LLC,9330 W SAHARA AVE STE 270,LAS VEGAS,NV,89117,US,84-4459476,47874.0,118297655,B33 Metro Crossing II LLC,9330 W Sahara Ave Ste 270 Las Vegas NV,B33 Metro Crossing II LLC,1.0,Yes
360,3536,42004120,"ACS TOWN SQUARE SHOPPING CENTER IN,",350 PINE ST STE 800,BEAUMONT,TX,77701,US,37-1779925,66858.72,117181197,"ACS Pine Lake Shopping Center In, LLC",350 Pine St Ste 800 Beaumont TX,"ACS Pine Lake Shopping Center In, LLC",0.8759,Yes
