index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
1893,41043541,BELL MOBILITY,PO BOX 11095,MONTREAL,QC,H3C 5E7,CA,889301842,12148.82,246497218,Jessica Fabrics Inc,floors 4 MONTREAL QC,Jessica Fabrics Inc,0.3151,No
1895,41043862,LINN COUNTY SHERIFF,PO BOX 669,CEDAR RAPIDS,IA,52406-0669,US,,555.9100000000001,73501108,County of Linn,935 2nd St SW Cedar Rapids IA,County of Linn,0.5762,No
1896,41043863,PENNINSULA TOWN CNTR,PO BOX 3106,HAMPTON,VA,23663,US,,6192.32,66019902,City of Hampton,22 Lincoln St Hampton VA,City of Hampton,0.2852,No
1898,41043960,STUDENT PRICE CARD LTD,999 EDGELEY BLVD UNIT 1,VAUGHAN,ON,L4K 5Z4,CA,134471564,16506.24,85928584,Steffes Excavation & Trucking LLC,610 5th Ave Edgeley ND,Steffes Excavation & Trucking LLC,0.2548,No
1899,41044083,INTERACTIVE COMMUNICATIONS,PO BOX 934738,ATLANTA,GA,30303,US,88-0294532,222990.7,801896200,"Interactive Communications International, Inc.",250 Williams St NW M100 Atlanta GA,HI Technology Corp,0.414,No
1900,41044128,CALHOUN COUNTY SMALL CLAIMS COURT,25 W 11TH ST,ANNISTON,AL,36201,US,,59.81,1011675,County of Calhoun,1702 Noble St Ste 103 Anniston AL,County of Calhoun,0.4889,No
1902,41044436,GUY M JENSEN CONSTABLE MIDDLESEX CO,PO BOX 217,CRANFORD,NJ,07016,US,,822.59,67504407,Registrar and Transfer Company (inc),10 Commerce Dr Cranford NJ,COMPUTERSHARE LIMITED,0.3767,No
1903,41044459,PHOENIX LEGAL,"SECOND FLR, 254, OKHLA INDUSTRIAL",NEW DELHI,30,110020,IN,AAKFP4391H,27155.0,650948057,G.S.T.CORPORATION LIMITED,"B - 13, Okhla Industrial Area, New Delhi DL",G.S.T.CORPORATION LIMITED,0.3225,No
1904,41044523,WEST EDMONTON MALL PROPERTY INC,1755 8882-170 ST,EDMONTON,AB,T5T 4J2,CA,,130300.57,201975427,742741 Alberta Ltd,8882 170 St NW Suite 1540 EDMONTON AB,742741 Alberta Ltd,0.4983,No
1905,41044594,VOLUSIA MALL,CBL #0652 PO BOX 955607,ST. LOUIS,MO,63195,US,62-1631880,7420.0,67849901,County of Volusia,123 W Indiana Ave Ste A Deland FL,County of Volusia,0.2597,No
1906,41044597,ADA COUNTY SHERIFF CIVIL SECTION,7180 BARRISTER DR,BOISE,ID,83704,US,,3585.16,92031459,County of Ada,200 W Front St Boise ID,County of Ada,0.4816,No
1907,41044634,YORKDALE SHOPPING CENTRE HOLDINGS I,1 YORKDALE RD SUITE 500,TORONTO,ON,M6A 3A1,CA,,25428.95,241713671,Jimmy The Greek Incorporated,1 First Ave TORONTO ON,Jimmy The Greek Incorporated,0.3147,No
1908,41044685,STENGER & STENGER PC,2618 E PARIS AVE SE,GRAND RAPIDS,MI,49546,US,38-3209735,4707.58,362076601,Jean Coutu Group USA Inc,1830 East Paris Ave SE Grand Rapids MI,Jean Coutu Group USA Inc,0.4174,No
1909,41044688,NORTH RIVERSIDE PARKS ASSOC LLC,1525 W WT HARRIS BLVD 2C2,CHARLOTTE,NC,28262,US,05-0591611,9300.0,809750904,"Spas of North Carolina, Inc.",8825 E W T Harris Blvd Charlotte NC,"Spas of North Carolina, Inc.",0.3164,No
1910,41044727,CIGNA INTERNATIONAL,13680 COLLECTION CTR DR,CHICAGO,IL,60693,US,06-0303370,36053.46,15989523,"Aecom Energy & Construction, Inc.",Collection Center Dr Chicago IL,Aecom,0.4863,No
1911,41044808,CLERK OF THE COMBINED COURT,7325 S POTOMAC ST,CENTENNIAL,CO,80112,US,,1582.94,608156238,Convergent Wealth Advisors LLC,12505 Park Potomac Ave # 400 Potomac MD,Convergent Wealth Advisors LLC,0.2749,No
1914,41046040,PORTFOLIO RECOVERY ASSOCIATES LLC,PO BOX 7811,SANDY,UT,84091-7811,US,,119.15,189086903,"McNeil Group, Inc.",8610 S Sandy Pkwy Ste 200 Sandy UT,"McNeil Group, Inc.",0.3185,No
1915,41046469,"TREASURER, COUNTY OF JAMES CITY",PO  BOX 8701,WILLIAMSBURG,VA,23187,US,,258.02,74749953,County of James City,101 Mounts Bay Rd Bldg B Williamsburg VA,County of James City,0.4845,No
1916,41047436,LAGARDA SECURITY,PO BOX 90131,BURTON,MI,48509-0131,US,38-3624764,950.4,98685522,American Electric Motor Corp.,4102 Davison Rd Burton MI,American Electric Motor Corp.,0.2466,No
1918,41047538,WIS INTERNATIONAL,PO BOX 4687 STN A,TORONTO,ON,M5W 6B5,CA,105637979,28035.52,203963309,"Concur , Inc",Po Box 121 Stn 1st Can Place TORONTO ON,"Concur , Inc",0.3879,No
1919,41047551,O'NEILL & BORGES III,250 MUNOZ RIVERA AVE STE 800,SAN JUAN,PR,00918-1813,US,66-0359228,8841.0,158062054,"Makro Trading Co, Inc",994 Ave Munoz Rivera # 2 San Juan PR,"Makro Trading Co, Inc",0.5103,No
1920,41047596,SALESFORCE.COM CANADA,PO BOX 203141,DALLAS,TX,75320-3141,US,94-3320693,282858.9,118236282,"Salesforce, Inc.",2300 N Field St FL 15 Dallas TX,"Salesforce, Inc.",0.3952,No
1921,41047599,MARVIN DANG - CLIENT TRUST ACCOUNT,PO BOX 4109,HONOLULU,HI,96812-4109,US,99-0215741,738.05,858844921,Hawaii Department of Taxation, Honolulu HI,State of Hawaii,0.4323,No
1924,41047679,"SUPERIOR COURT OF NJ, SPECIAL CIVIL",PO BOX 1130,MAYWOOD,NJ,07807,US,,69.3,37580685,"Proviso-Leyden Council For Community Actions, Inc.",411 Madison St Maywood IL,"Proviso-Leyden Council For Community Actions, Inc.",0.301,No
1925,41047903,MEADE RECOVERY SERVICE LLC,PO BOX 352,LOGAN,UT,84323,US,,8194.58,604032425,Garcia's Mexican Restaura,130 S Main St Logan UT,Garcia's Mexican Restaura,0.3286,No
1926,41047905,NATIONAL BUSINESS GROUP ON,PO BOX 75516,BALTIMORE,MD,21275,US,52-1147591,10500.0,190166772,National Business Group On Health, Baltimore MD,Business Group On Health,0.6501,No
1928,41048018,BUCKLES & BUCKLES PLC,PO BOX 1150,BIRMINGHAM,MI,48012,US,,1567.49,609147868,Park Place Technology LLC,430 Park St Birmingham MI,Park Place Technology LLC,0.2816,No
1929,41048021,SPEEDEON DATA LLC,5875 LANDERBROOK DR,CLEVELAND,OH,44124,US,26-2376027,5435.17,780656492,"Park Place Technologies, LLC",5910 Landerbrook Dr # 300 Cleveland OH,"Park Place Technologies, LLC",0.3994,No
1930,41048042,GENERAL SESSIONS CIRCUIT COURT,2 MILLENNIUM PLAZA STE 115,CLARKSVILLE,TN,37040,US,,1629.96,147634711,"Active Screen Graphics, LLC",10 Main St Ste L Clarksville TN,"Active Screen Graphics, LLC",0.2477,No
1932,41048088,RETENTION STRATEGIES LLC,SAN JORGE ST #409,SAN JUAN,PR,00919,US,66-0731537,5382.0,941994001,Asume, San Juan PR,Asume,0.4547,No
1933,41048140,CLEAN EARTH ENVIRONMENTAL,29338 NETWORK PL,CHICAGO,IL,60673-1293,US,26-2836612,1203619.03,80652646,"Clean Earth Environmental Solutions, Inc.",27727 Network Pl Chicago IL,Enviri Corporation,0.6439,No
1935,41048452,CANADA REVENUE AGENCY,5800 HURONTARIO ST,MISSISSAUGA,ON,L5R 4B4,CA,,16294.07,259908291,FNF Canada Company,55 Superior Blvd MISSISSAUGA ON,"Fidelity National Financial, Inc.",0.2576,No
1936,41048483,MACERICH SOUTH PARK MALL,PO BOX 844102,LOS ANGELES,CA,90084-4102,US,95-4665578,0.0,806230806,"Cbre, Inc", Los Angeles CA,"Cbre, Inc",0.3441,No
1937,41048685,ANDRUS SCEALES STARKE,100 E WISCONSIN AVE STE 1100,MILWAUKEE,WI,53202,US,39-0786549,132567.16,6088884,Sensient Technologies Corporation,777 E Wisconsin Ave # 1100 Milwaukee WI,Sensient Technologies Corporation,0.5437,No
1938,41048686,MEHMET GUN & PARTNERS,KORE SEHITLERI CAD 17,ZINCIRLIKUYU,34,34394,TR,,2082.5699999999997,95099533,Have Gun Inc.,725 N Kilkea Dr Los Angeles CA,Have Gun Inc.,0.2089,No
1942,41048789,SESSIONS COURT CLERK'S OFFICE,111 COURT AVE,NEWPORT,TN,37821,US,,0.0,56822452,Debra H Bradstreet, Newport ME,Debra H Bradstreet,0.4023,No
1944,41048895,"STAR-WEST CHICAGO RIDGE, LLC","75 REMITTANCE DRIVE, DEPT 1512",CHICAGO,IL,60675,US,45-5099898,35190.98,118907097,Cummins Crosspoint LLC,75 Remittance Dr Chicago IL,Cummins Inc.,0.4961,No
1945,41048925,JASON RIENZO,P O BOX 5270,TOMS RIVER,NJ,08754,US,,93.08,70417191,Township of Toms River,33 Washington St Toms River NJ,Township of Toms River,0.3306,No
1946,41048939,BATON ROUGE CITY COURT,233 ST LOUIS ST,ST LOUIS,LA,70802,US,,4738.16,71948301,City of Baton Rouge,222 Saint Louis St Rm 301 Baton Rouge LA,City of Baton Rouge,0.5492,No
1947,41049007,OFFICER CECILE E CANADY,PO BOX 867,MOUNT LAUREL,NJ,08054,US,,96.16,80280547,Ramblewood Citgo,201 Route 73 N Mount Laurel NJ,Ramblewood Citgo,0.3022,No
1948,41049122,MICHAEL G MORRIS,719 KEY ROYALE DR,HOLMES BEACH,FL,34217,US,289-40-7003,98880.39,831250035,"Morris Broadband, LLC",719 S Grove St Hendersonville NC,Next Luxembourg S.C.Sp,0.3361,No
1952,41049221,"ROOSEN, VARCHETTI & OLIVER, PLLC",PO BOX 2305,MOUNT CLEMENS,MI,48046,US,,1439.03,70302625,"Sam's Sorrento Pizza, Inc.",14 Market St Mount Clemens MI,"Sam's Sorrento Pizza, Inc.",0.4003,No
1953,41049249,INSCCU-ASFE,P O BOX 6271,INDIANAPOLIS,IN,46206,US,,148.51999999999998,559248449,East West Advertising Llc,P.O. Box 3103 Dubai ,East West Advertising Llc,0.2807,No
1954,41049254,"JOHN WALLING, COURT OFFICER",PO BOX 39,FANWOOD,NJ,07023,US,,412.78999999999996,77839577,Carco NJ Inc.,412 North Ave Fanwood NJ,Carco NJ Inc.,0.3844,No
1955,41049256,JONES DAY,PO BOX 165017,COLUMBUS,OH,43216-5017,US,34-0319085,123149.0,556537058,Redman Redman & Horvath, Columbus OH,Redman Redman & Horvath,0.3159,No
1957,41049287,HOLZMAN CORKERY PLLC,28366 FRANKLIN RD,SOUTHFIELD,MI,48034,US,,384.92999999999995,965930501,Zoup' Twelve Oaks LLC,28290 Franklin Rd Southfield MI,Zoup' Twelve Oaks LLC,0.3543,No
1958,41049289,ROLLS ROYCE DEUTSCHLAND,ESCHENWEG 11,BLANKENFELDE-MAHLOW,11,15827,DE,,199213.34999999998,277991859,LOSAM AGENCY,11 11 PARIS ,LOSAM AGENCY,0.3023,No
1960,41049318,WORKER'S COMPENSATION BOARD,P O BOX 5350 STATION TERMINAL,VANCOUVER,BC,V6B 5L5,CA,,7124.95,250014867,Davidson Partners Limited,P O BOX 10361 VANCOUVER BC,Davidson Partners Limited,0.3788,No
1961,41049319,MUNICIPIO DE CAROLINA -,P O BOX 8,CAROLINA,PR,00984-0008,US,,16716.49,38091430,San Juan Water & Beach Club Hotel,2 Calle Tartak Carolina PR,San Juan Water & Beach Club Hotel,0.3006,No
1963,41049683,"KAHN, DEES, DONOVAN & KAHN, LLP",P O BOX 3646,EVANSVILLE,IN,47735,US,,1862.28,612700752,"Vegas Mountain View, LLC", Evansville IN,"Vegas Mountain View, LLC",0.3146,No
1964,41049699,BURGES SALMON LLP,ONE GLASS WHARF,BRISTOL,GL,BS2 0ZX,GB,98-1009980,37261.93,294276241,BRITISH ECOLOGICAL SOCIETY(THE),42 Wharf Road LONDON ,BRITISH ECOLOGICAL SOCIETY(THE),0.2043,No
1966,41049717,FILLMORE RILEY LLP,1700-360 MAIN ST,WINNIPEG,MB,R3C 3Z3,CA,,452.69000000000005,240487778,Staples Business Advantage,3000-360 Main Street WINNIPEG MB,Staples Business Advantage,0.5414,No
1967,41049720,HAWAII DEPARTMENT OF HEALTH,2827 WAIMANO HOME RD #100,PEARL CITY,HI,96782,US,99-6000449,4102.27,858844921,Hawaii Department of Taxation, Honolulu HI,State of Hawaii,0.3631,No
1968,41049795,ROGERS WIRELESS,P O BOX 9100,DON MILLS,ON,H3C 3P9,CA,,7772.11,204248747,J & V Clothing,3030 Don Mills Rd NORTH YORK ON,J & V Clothing,0.2936,No
1969,41049813,METRO COLLECTIONS INC,2600 S PARKER RD BLDG 4 STE 340,AURORA,CO,80014,US,,504.97,829799647,"Colorado Escrow and Title Services, LLC",3033 S Parker Rd Ste 100 Aurora CO,"Et Investments, LLC",0.3402,No
1970,41049861,NEBRASKA DEPT OF REVENUE-COMPLIANCE,P O BOX 94609,LINCOLN,NE,68509-4609,US,,240.0,183494855,State of Nebraska, Lincoln NE,State of Nebraska,0.4532,No
1972,41049905,MANULIFE,GRS CLIENT SERVICES,MONTREAL,QC,H3A 3A2,CA,,426853.65,253636963,Manulife Financial Corporation,25 Water St S KITCHENER ON,Manulife Financial Corporation,0.2715,No
1973,41049917,WORKERS COMP. BD OF SASKATCHEWAN,BOX 4556,REGINA,SK,S4P 3Y3,CA,,4768.95,209223168,Government of the Province of Saskatchewan,2350 Albert St Suite 700 REGINA SK,Government of the Province of Saskatchewan,0.4337,No
1974,41049943,ECO ENTREPRISES QUEBEC (EEQ),1600 BOUL. RENE-LEVESQUE O.,MONTREAL,QC,H3H 1P9,CA,,82198.40999999999,242260578,Stikeman Elliot,1155 boul Rene-Levesque O suite 4000 Montréal QC,Stikeman Elliot,0.4605,No
1977,41049985,MICHAEL R STILLMAN,"30057 ORCHARD LAKE RD, SUITE 200",FARMINGTON HILLS,MI,48334,US,,559.9100000000001,799901868,"Zoup Fresh Soup Company, L.L.C.",28555 Orchard Lake Rd # 200 Farmington Hills MI,"Zoup Fresh Soup Company, L.L.C.",0.4332,No
1978,41050029,COURT OF GENERAL SESSIONS,928 EAST LAMAR ALEXANDER PKWY,MARYVILLE,TN,37804-6201,US,,629.97,938527207,"Fasco Foods, LLC",806 High St Maryville TN,"Fasco Foods, LLC",0.231,No
1979,41050076,BERKHEIMER TAX ADMINISTRATOR,P O BOX 25153,LEHIGH VALLEY,PA,18002-5153,US,,941.6,968045562,"Verizon Wireless, Inc.", Lehigh Valley PA,Verizon Communications Inc.,0.3928,No
1981,41050151,PRIMARIS MANAGEMENT INC,945 GARDINERS RD,KINGSTON,ON,K7M 7H4,CA,,8033.62,137124918,"Sloan, William B Attorney At Law",101 W Kingston Springs Rd Kingston Springs TN,"Sloan, William B Attorney At Law",0.2612,No
1982,41050170,OFFICE OF THE CHAPTER 13,P O BOX 102173,ATLANTA,GA,30368,US,,1586.3400000000001,559248449,East West Advertising Llc,P.O. Box 3103 Dubai ,East West Advertising Llc,0.2791,No
1983,41050185,SYLVANIA MUNICIPAL COURT,6700 MONROE ST,SYLVANIA,OH,43560,US,,465.48,77562395,City of Sylvania,6730 Monroe St Ste 201 Sylvania OH,City of Sylvania,0.5999,No
1984,41050235,KEYSTONE COLLECTIONS GROUP,PO BOX 499,IRWIN,PA,15642,US,,1708.15,30080709,"North Huntingdon, Township of Inc",11279 Center Hwy Ste 1 Irwin PA,"North Huntingdon, Township of Inc",0.2643,No
1985,41050318,CERVIERI MONSUAREZ SA,LUIS A DE HERRERA 1248,MONTEVIDEO,URU,11300,UY,,5750.0,588315234,"Escobar Martínez, Alfredo",Prol Estatuto Juridico No. 1248 SAN LUIS POTOSI SLP,"Escobar Martínez, Alfredo",0.1818,No
1986,41050371,RIOCAN HOLDINGS INC,509 BAYFIELD STREET,BARRIE,ON,L4M 4Z8,CA,123274185,16979.28,81117774,"3q Digital Holdings, Inc.",25 E Washington St # 509 Chicago IL,"3q Digital Holdings, Inc.",0.2792,No
1987,41050380,TRUST ACCT CT OFFICER JOHN FRANKLIN,PO BOX 39,SOMERDALE,NJ,08083,US,,299.88,81883319,JC Investments & Associates L.L.C.,59 Franklin Cir Somerdale NJ,JC Investments & Associates L.L.C.,0.3634,No
1990,41050452,STEPHEN STEINOUR,4272 OLMSTED ROAD,NEW ALBANY,OH,43054,US,187-48-4119,85000.0,104730454,Mht Consulting LLC, New Albany OH,Mht Consulting LLC,0.3413,No
1993,41050507,PORTFOLIO RECOVERY ASSOCIATES LLC,PO BOX 3006,BIRMINGHAM,MI,48012,US,,123.77,798250890,"Arizona Commercial Signs, Inc.",3006 N Maple Mesa AZ,"Arizona Commercial Signs, Inc.",0.3155,No
1994,41050509,CORNWALL CENTRE INC,202 - 2114 11TH AVE,REGINA,SK,S4P 0J5,CA,810961151,20233.99,201778599,Stonefield Software Inc,2323 Broad St REGINA SK,Stonefield Software Inc,0.3332,No
1995,41050525,CANADIAN STEWARDSHIP SVCS ALLIANCE,1 ST CLAIR AVE W SUITE 700,TORONTO,ON,M4V 1K6,CA,,138059.84,204169353,Stewardship Ontario,1 St Clair Ave W Fl 7 TORONTO ON,Stewardship Ontario,0.6599,No
1997,41050621,CREDITORS COLLECTION SERVICE INC,3294 SW PACIFIC PL PO BOX 628,ALBANY,OR,97321,US,,60.32,139878594,Membertrade Advisory Service, Albany NY,Membertrade Advisory Service,0.2381,No
1999,41050661,MORGUARD REAL ESTATE INVESTMENT TRU,1570-18TH STREET,BRANDON,MB,R7A 5C5,CA,876743543,2245.13,614252836,Enr Services Corp, Brandon FL,Enr Services Corp,0.3064,No
2000,41050663,MORGUARD INVESTMENTS LTD ITF PRAIRI,"41, 11801 100TH STREET",GRANDE PRAIRIE,AB,T8V 3Y2,CA,894142629,11183.01,200089121,Kates' Pharmacy Ltd,11801 100 St Suite 137 GRANDE PRAIRIE AB,Kates' Pharmacy Ltd,0.4595,No
2001,41050668,GEOMETRIC RESULTS INC,999 STEWART AVE STE 100,BETHPAGE,NY,11714,US,30-0828831,10326047.84,967260659,"Magnit Global Solutions, Inc.",999 Stewart Ave Ste 100 Bethpage NY,"Magnit Global Solutions, Inc.",0.6667,No
2002,41050702,COUNTY OF RIVERSIDE DEPARTMENT OF,PO BOX 7909,RIVERSIDE,CA,92513-7909,US,,5375.0,37394801,County of Riverside,4065 County Circle Dr Riverside CA,County of Riverside,0.4481,No
2004,41050745,ILLINOIS DEPT OF REVENUE,PO BOX 19035,SPRINGFIELD,IL,62794,US,,3073.22,42549795,Department of Revenue Illinois, Springfield IL,State of Illinois,0.5883,No
2005,41050747,BATON ROUGE CITY CONSTABLE,PO BOX 1471,BATON ROUGE,LA,70821,US,,3069.99,71948301,City of Baton Rouge,222 Saint Louis St Rm 301 Baton Rouge LA,City of Baton Rouge,0.5634,No
2006,41050748,CREDIT MANAGEMENT SERVCIES INC,111 W 1ST ST STE 1,GRAND ISLAND,NE,68801,US,,257.53000000000003,40919607,City of Grand Island,100 E 1st St Grand Island NE,City of Grand Island,0.481,No
2007,41050780,SVM LP,3727 VENTURA DR,ARLINGTON HEIGHTS,IL,60004,US,36-4311109,149.92,72318629,Village of Arlington Heights,33 S Arlington Heights Rd Arlington Heights IL,Village of Arlington Heights,0.3696,No
2008,41050785,CHAPTER 13 TRUSTEE,PO BOX 2099,MEMPHIS,TN,38101,US,,5019.0,40663360,Sloan Fluid Accessories Inc, Memphis TN,Sloan Fluid Accessories Inc,0.3744,No
2009,41050791,ST LAWRENCE LAW FIRM LLP,2301 SAINT PATRICK STE B6,MONTREAL,QC,H3K 1B3,CA,3369811461,3374.0,206027286,Entreprises Larry Inc,4200 rue Saint-Patrick Montréal QC,Entreprises Larry Inc,0.292,No
2010,41050879,SUMMIT ENTERTAINMENT LLC,2700 COLORADO AVE,SANTA MONICA,CA,90404,US,20-4950958,40533.95,80180410,"Art Department La, Inc.",2900 Colorado Ave Santa Monica CA,"Art Department La, Inc.",0.4745,No
2012,41050990,"TERENCE L SKINNER SR, COURT OFFICER",PO BOX 8,WOODSTOWN,NJ,08098,US,,328.41,116908483,Auto Spa At Swedes Plaza LLC,95 Woodstown Rd Ste A Woolwich Township NJ,Auto Spa At Swedes Plaza LLC,0.3189,No
2013,41051070,GENERAL COLLECTION COMPANY,111 WEST FIRST ST SUITE 1,GRAND ISLAND,NE,68801,US,,2093.34,40919607,City of Grand Island,100 E 1st St Grand Island NE,City of Grand Island,0.3754,No
2014,41051097,"MANATT, PHELPS & PHILLIPS LLP",11355 WEST OLYMPIC BLVD,LOS ANGELES,CA,90064,US,95-2375841,248674.83,37104566,JW Marriott Hotel-La Live,900 W Olympic Blvd Los Angeles CA,"Marriott International, Inc.",0.3979,No
2015,41051210,"CACH, LLC",PO BOX 109032,CHICAGO,IL,60610,US,,431.2,943194449,"Samsung Semiconductor, Inc.", Chicago IL,"Samsung Electronics Co., Ltd.",0.3038,No
2016,41051219,ARMY & AIR FORCE EXCHANGE SVC,PO BOX 15110,WILMINGTON,DE,19850,US,,423.11,859004350,City of Wilmington, Wilmington DE,City of Wilmington,0.3244,No
2017,41051249,JAMES P GAFFIGAN,PO BOX 1325,TRENTON,NJ,08607,US,,209.21,193928488,State of New Jersey, Trenton NJ,State of New Jersey,0.4314,No
2018,41051252,CASCADE COLLECTIONS INC,PO BOX 3166,SALEM,OR,97302,US,,2951.52,20563682,Craig J Brandon,3166 Indianapolis Ave Clovis CA,Craig J Brandon,0.3435,No
2019,41051309,TAKE CARE EMPLOYER SOLUTIONS LLC,PO BOX 402142,ATLANTA,GA,30384-2142,US,23-3057155,1023813.49,969922686,D & H Distributing Co, Atlanta GA,D & H Distributing Co,0.3069,No
2020,41051366,CEDAR WHITE BRADLEY CONSULTING,PARK PLACE STE 1101-1102,DUBAI,01,.....,AE,,11545.64,851704228,F & M INVESTMENT L.L.C, Dubai ,F & M INVESTMENT L.L.C,0.3177,No
2021,41051373,ROUSE PROPERTIES INC,PO BOX 860421,MINNEAPOLIS,MN,55486-0421,US,47-2594238,2937.0,121821149,"Pcg Trading, LLC", Minneapolis MN,"Arrow Electronics, Inc.",0.3454,No
2022,41051447,COLHOC LIMITED PARTNERSHIP,200 W NATIONWIDE BLVD,COLUMBUS,OH,43215,US,31-1579973,81810.0,192824253,Southwest Square 2 LLC,191 W Nationwide Blvd # 200 Columbus OH,Southwest Square 2 LLC,0.5693,No
2024,41051472,PORTFOLIO RECOVERY ASSOCIATES LLC,250 N SUNNYSLOPE RD STE 300,BROOKFIELD,WI,53005,US,,193.23999999999998,174393413,"Qps Employment Group, Inc.",250 N Patrick Blvd # 185 Brookfield WI,"Qps Employment Group, Inc.",0.321,No
2025,41051525,ANTHONY R RICHARDSON,2260 KILLDEER PL,GALENA,OH,43021,US,282-76-6436,406.25,140132346,Los Aztecas,975 Galena Square Dr Galena IL,Los Aztecas,0.284,No
2028,41051680,CITY OF ATLANTIC CITY,1301 BACHARACH BLVD,ATLANTIC CITY,NJ,08401,US,,200.0,79497897,County of Atlantic,1333 Atlantic Ave Atlantic City NJ,County of Atlantic,0.5218,No
2029,41051684,CHECK ADVANCE USA,PO BOX 170,PROVO,UT,84603,US,,254.71,35339035,Calder Brothers Co Inc,47 E 300 N Provo UT,Calder Brothers Co Inc,0.3406,No
2030,41051698,SC DEPT OF EMPLOYMENT & WORKFORCE,PO BOX 2644,COLUMBIA,SC,29202,US,,1594.0,621966311,Eikay Assoc A South Carolina G, Columbia SC,Eikay Assoc A South Carolina G,0.3667,No
2031,41051786,CITY OF RICHMOND FINANCE DEPT,PO BOX 31800,HENRICO,VA,23294,US,,830.77,117611951,Grand Prix Richmond (northwest) LLC,3940 Westerre Pkwy Henrico VA,Grand Prix Richmond (northwest) LLC,0.3431,No
2032,41051798,FOOTHILLS METRO DISTRICT PIF,8390 E CRESCENT PKWY STE 300,GREENWOOD VILLAGE,CO,80111-2814,US,,9635.54,842343647,Sullivan Cotter and Assoc Inc,8400 E Crescent Pkwy # 410 Greenwood Village CO,Sullivan Cotter and Assoc Inc,0.3792,No
2033,41051825,CREDIT MANAGEMENT SERVICES INC,575 S 10TH 2ND FL,LINCOLN,NE,68508,US,,2029.61,803562388,Green Gateau Ltd,330 S 10th St Ste 110 Lincoln NE,Green Gateau Ltd,0.3576,No
2034,41051826,CITY OF MORGANTOWN,389 SPRUCE ST,MORGANTOWN,WV,26505,US,,0.0,80599679,Morgantown Marriott At Waterfront Place,2 Waterfront Pl Morgantown WV,Morgantown Marriott At Waterfront Place,0.4817,No
2035,41051887,LIBERTY COMMUNITY AUTHORITY,PO BOX 645434,CINCINNATI,OH,45264-5434,US,,6062.0,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3297,No
2036,41051951,ELKHART COUNTY CLERK,315 S 2ND ST,ELKHART,IN,46516,US,,20.79,69756021,County of Elkhart,117 N 2nd St Rm 112 Goshen IN,County of Elkhart,0.3864,No
2037,41052060,ADAM HARDWICK,2416 HALLIE LN,GRANVILLE,OH,43023,US,277-80-2553,625.0,179247957,Quickstitch Plus LLC,124 Granville St Columbus OH,Quickstitch Plus LLC,0.2376,No
2038,41052200,MIDLAND FUNDING LLC,PO BOX 2121,WARREN,MI,48090,US,,3242.89,78400496,City of Midland,333 W Ellsworth St Ofc Midland MI,City of Midland,0.2682,No
2039,41052288,INNOVATION PARK ASSOCIATION,629 N HIGH ST STE 500,COLUMBUS,OH,43215,US,46-0832490,17191.32,47542890,Grill & Grill,20 N High St Columbus OH,Grill & Grill,0.3989,No
2040,41052393,CITY OF SEASIDE,989 BROADWAY,SEASIDE,OR,97138,US,,250.0,27788389,Pig N' Pancake Inc,323 Broadway St Seaside OR,Pig N' Pancake Inc,0.3996,No
2041,41052399,MARK A EICKHOLT,7605 PARADISIO DR,GALENA,OH,43021,US,292-60-5073,312.5,140132346,Los Aztecas,975 Galena Square Dr Galena IL,Los Aztecas,0.2905,No
2043,41052510,BERKSHIRE LANDING,PO BOX 645492,CINCINNATI,OH,45264-5492,US,,7518.65,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3297,No
2044,41052556,KAHRS LAW OFFICES PA,PO BOX 780487,WICHITA,KS,67278,US,,63.8,831114900,King of Freight LLC,605 S Wichita St Wichita KS,King of Freight LLC,0.3224,No
2046,41052566,STARVED ROCK LEASING,111 E JEFFERSON ST,OTTAWA,IL,61350,US,,597.38,15725424,Richard Towles,111 1/2 E Jefferson St Ottawa IL,Richard Towles,0.5635,No
2047,41052576,UNITED FINANCE CO,PO BOX 4248,PORTLAND,OR,97208,US,,3323.04,9419029,"United Group, Inc.",515 E Burnside St Portland OR,"United Group, Inc.",0.3168,No
2048,41052609,SHER AND SHABSIN PC TRUST ACCOUNT,1 CAMPBELL PLAZA STE 1A N,ST LOUIS,MO,63139,US,,935.81,795630974,TownePlace Suites,700 E Campbell Ave Campbell CA,TownePlace Suites,0.2834,No
2049,41052671,CITY OF DERBY,611 MULBERRY RD STE 300,DERBY,KS,67037,US,,20.0,83952150,"Alpha Home, Inc.",300 E Mulberry Ave San Antonio TX,"Alpha Home, Inc.",0.2822,No
2051,41052816,RONALD B RICH & ASSOCIATES,"30665 NORTHWESTERN HIGHWAY, STE 280",FARMINGTON HILLS,MI,48334,US,,2.09,54690904,Buddy's Rendezvous Pizzeria Inc,31800 Northwestern Hwy Farmington Hills MI,Buddy's Rendezvous Pizzeria Inc,0.4065,No
