Region,Country,Store,SKU,date,quantity
APAC,Australia,Store11,computer-18 inch,2021-02-25,261
APAC,Australia,Store11,computer-15 inch,2021-02-25,208
APAC,Australia,Store12,phone-black,2021-02-25,251
APAC,Australia,Store12,phone-white,2021-02-25,254
APAC,Australia,Store12,computer-18 inch,2021-02-25,125
APAC,Australia,Store12,computer-15 inch,2021-02-25,188
APAC,Australia,Store11,phone-black,2021-02-26,81
APAC,Australia,Store11,phone-white,2021-02-26,159
APAC,Australia,Store11,computer-18 inch,2021-02-26,235
APAC,Australia,Store11,computer-15 inch,2021-02-26,201
APAC,Australia,Store12,phone-black,2021-02-26,235
APAC,Australia,Store12,phone-white,2021-02-26,188
APAC,Australia,Store12,computer-18 inch,2021-02-26,131
APAC,Australia,Store12,computer-15 inch,2021-02-26,191
APAC,Australia,Store11,phone-black,2021-02-27,73
APAC,Australia,Store11,phone-white,2021-02-27,138
APAC,Australia,Store11,computer-18 inch,2021-02-27,195
APAC,Australia,Store11,computer-15 inch,2021-02-27,154
APAC,Australia,Store12,phone-black,2021-02-27,204
APAC,Australia,Store12,phone-white,2021-02-27,232
APAC,Australia,Store12,computer-18 inch,2021-02-27,131
APAC,Australia,Store12,computer-15 inch,2021-02-27,215
APAC,Australia,Store11,phone-black,2021-02-28,57
APAC,Australia,Store11,phone-white,2021-02-28,122
APAC,Australia,Store11,computer-18 inch,2021-02-28,219
APAC,Australia,Store11,computer-15 inch,2021-02-28,154
APAC,Australia,Store12,phone-black,2021-02-28,250
APAC,Australia,Store12,phone-white,2021-02-28,227
APAC,Australia,Store12,computer-18 inch,2021-02-28,216
APAC,Australia,Store12,computer-15 inch,2021-02-28,172
APAC,Australia,Store11,phone-black,2021-03-01,58
APAC,Australia,Store11,phone-white,2021-03-01,107
APAC,Australia,Store11,computer-18 inch,2021-03-01,241
APAC,Australia,Store11,computer-15 inch,2021-03-01,150
APAC,Australia,Store12,phone-black,2021-03-01,319
APAC,Australia,Store12,phone-white,2021-03-01,155
APAC,Australia,Store12,computer-18 inch,2021-03-01,145
APAC,Australia,Store12,computer-15 inch,2021-03-01,193
APAC,Australia,Store11,phone-black,2021-03-02,63
APAC,Australia,Store11,phone-white,2021-03-02,188
APAC,Australia,Store11,computer-18 inch,2021-03-02,270
APAC,Australia,Store11,computer-15 inch,2021-03-02,193
APAC,Australia,Store12,phone-black,2021-03-02,204
APAC,Australia,Store12,phone-white,2021-03-02,229
APAC,Australia,Store12,computer-18 inch,2021-03-02,130
APAC,Australia,Store12,computer-15 inch,2021-03-02,182
APAC,Australia,Store11,phone-black,2021-03-03,74
APAC,Australia,Store11,phone-white,2021-03-03,133
APAC,Australia,Store11,computer-18 inch,2021-03-03,223
APAC,Australia,Store11,computer-15 inch,2021-03-03,159
APAC,Australia,Store12,phone-black,2021-03-03,231
APAC,Australia,Store12,phone-white,2021-03-03,198
APAC,Australia,Store12,computer-18 inch,2021-03-03,186
APAC,Australia,Store12,computer-15 inch,2021-03-03,183
APAC,Australia,Store11,phone-black,2021-03-04,85
APAC,Australia,Store11,phone-white,2021-03-04,166
APAC,Australia,Store11,computer-18 inch,2021-03-04,314
APAC,Australia,Store11,computer-15 inch,2021-03-04,135
APAC,Australia,Store12,phone-black,2021-03-04,200
APAC,Australia,Store12,phone-white,2021-03-04,232
APAC,Australia,Store12,computer-18 inch,2021-03-04,186
APAC,Australia,Store12,computer-15 inch,2021-03-04,182
APAC,Australia,Store11,phone-black,2021-03-05,59
APAC,Australia,Store11,phone-white,2021-03-05,128
APAC,Australia,Store11,computer-18 inch,2021-03-05,218
APAC,Australia,Store11,computer-15 inch,2021-03-05,218
APAC,Australia,Store12,phone-black,2021-03-05,155
APAC,Australia,Store12,phone-white,2021-03-05,160
APAC,Australia,Store12,computer-18 inch,2021-03-05,140
APAC,Australia,Store12,computer-15 inch,2021-03-05,202
APAC,Australia,Store11,phone-black,2021-03-06,108
APAC,Australia,Store11,phone-white,2021-03-06,122
APAC,Australia,Store11,computer-18 inch,2021-03-06,151
APAC,Australia,Store11,computer-15 inch,2021-03-06,124
APAC,Australia,Store12,phone-black,2021-03-06,164
APAC,Australia,Store12,phone-white,2021-03-06,230
APAC,Australia,Store12,computer-18 inch,2021-03-06,158
APAC,Australia,Store12,computer-15 inch,2021-03-06,171
APAC,Australia,Store11,phone-black,2021-03-07,64
APAC,Australia,Store11,phone-white,2021-03-07,127
APAC,Australia,Store11,computer-18 inch,2021-03-07,144
APAC,Australia,Store11,computer-15 inch,2021-03-07,146
APAC,Australia,Store12,phone-black,2021-03-07,271
APAC,Australia,Store12,phone-white,2021-03-07,234
APAC,Australia,Store12,computer-18 inch,2021-03-07,185
APAC,Australia,Store12,computer-15 inch,2021-03-07,163
APAC,Australia,Store11,phone-black,2021-03-08,69
APAC,Australia,Store11,phone-white,2021-03-08,145
APAC,Australia,Store11,computer-18 inch,2021-03-08,138
APAC,Australia,Store11,computer-15 inch,2021-03-08,125
APAC,Australia,Store12,phone-black,2021-03-08,194
APAC,Australia,Store12,phone-white,2021-03-08,248
APAC,Australia,Store12,computer-18 inch,2021-03-08,146
APAC,Australia,Store12,computer-15 inch,2021-03-08,200
APAC,Australia,Store11,phone-black,2021-03-09,80
APAC,Australia,Store11,phone-white,2021-03-09,114
APAC,Australia,Store11,computer-18 inch,2021-03-09,246
APAC,Australia,Store11,computer-15 inch,2021-03-09,173
APAC,Australia,Store12,phone-black,2021-03-09,313
APAC,Australia,Store12,phone-white,2021-03-09,262
APAC,Australia,Store12,computer-18 inch,2021-03-09,95
APAC,Australia,Store12,computer-15 inch,2021-03-09,236
APAC,Australia,Store11,phone-black,2021-03-10,69
APAC,Australia,Store11,phone-white,2021-03-10,148
APAC,Australia,Store11,computer-18 inch,2021-03-10,287
APAC,Australia,Store11,computer-15 inch,2021-03-10,168
APAC,Australia,Store12,phone-black,2021-03-10,220
APAC,Australia,Store12,phone-white,2021-03-10,151
APAC,Australia,Store12,computer-18 inch,2021-03-10,213
APAC,Australia,Store12,computer-15 inch,2021-03-10,204
APAC,Australia,Store11,phone-black,2021-03-11,65
APAC,Australia,Store11,phone-white,2021-03-11,90
APAC,Australia,Store11,computer-18 inch,2021-03-11,235
APAC,Australia,Store11,computer-15 inch,2021-03-11,134
APAC,Australia,Store12,phone-black,2021-03-11,212
APAC,Australia,Store12,phone-white,2021-03-11,209
APAC,Australia,Store12,computer-18 inch,2021-03-11,130
APAC,Australia,Store12,computer-15 inch,2021-03-11,238
APAC,Australia,Store11,phone-black,2021-03-12,86
APAC,Australia,Store11,phone-white,2021-03-12,121
APAC,Australia,Store11,computer-18 inch,2021-03-12,241
APAC,Australia,Store11,computer-15 inch,2021-03-12,141
APAC,Australia,Store12,phone-black,2021-03-12,223
APAC,Australia,Store12,phone-white,2021-03-12,206
APAC,Australia,Store12,computer-18 inch,2021-03-12,153
APAC,Australia,Store12,computer-15 inch,2021-03-12,161
APAC,Australia,Store11,phone-black,2021-03-13,82
APAC,Australia,Store11,phone-white,2021-03-13,118
APAC,Australia,Store11,computer-18 inch,2021-03-13,191
APAC,Australia,Store11,computer-15 inch,2021-03-13,141
APAC,Australia,Store12,phone-black,2021-03-13,118
APAC,Australia,Store12,phone-white,2021-03-13,179
APAC,Australia,Store12,computer-18 inch,2021-03-13,154
APAC,Australia,Store12,computer-15 inch,2021-03-13,153
APAC,Australia,Store11,phone-black,2021-03-14,43
APAC,Australia,Store11,phone-white,2021-03-14,150
APAC,Australia,Store11,computer-18 inch,2021-03-14,222
APAC,Australia,Store11,computer-15 inch,2021-03-14,134
APAC,Australia,Store12,phone-black,2021-03-14,261
APAC,Australia,Store12,phone-white,2021-03-14,237
APAC,Australia,Store12,computer-18 inch,2021-03-14,87
APAC,Australia,Store12,computer-15 inch,2021-03-14,192
APAC,Australia,Store11,phone-black,2021-03-15,56
APAC,Australia,Store11,phone-white,2021-03-15,105
APAC,Australia,Store11,computer-18 inch,2021-03-15,162
APAC,Australia,Store11,computer-15 inch,2021-03-15,85
APAC,Australia,Store12,phone-black,2021-03-15,333
APAC,Australia,Store12,phone-white,2021-03-15,115
APAC,Australia,Store12,computer-18 inch,2021-03-15,140
APAC,Australia,Store12,computer-15 inch,2021-03-15,233
APAC,Australia,Store11,phone-black,2021-03-16,55
APAC,Australia,Store11,phone-white,2021-03-16,116
APAC,Australia,Store11,computer-18 inch,2021-03-16,61
APAC,Australia,Store11,computer-15 inch,2021-03-16,186
APAC,Australia,Store12,phone-black,2021-03-16,182
APAC,Australia,Store12,phone-white,2021-03-16,183
APAC,Australia,Store12,computer-18 inch,2021-03-16,139
APAC,Australia,Store12,computer-15 inch,2021-03-16,230
APAC,Australia,Store11,phone-black,2021-03-17,49
APAC,Australia,Store11,phone-white,2021-03-17,157
APAC,Australia,Store11,computer-18 inch,2021-03-17,205
APAC,Australia,Store11,computer-15 inch,2021-03-17,151
APAC,Australia,Store12,phone-black,2021-03-17,123
APAC,Australia,Store12,phone-white,2021-03-17,265
APAC,Australia,Store12,computer-18 inch,2021-03-17,136
APAC,Australia,Store12,computer-15 inch,2021-03-17,218
APAC,Australia,Store11,phone-black,2021-03-18,61
APAC,Australia,Store11,phone-white,2021-03-18,127
APAC,Australia,Store11,computer-18 inch,2021-03-18,175
APAC,Australia,Store11,computer-15 inch,2021-03-18,178
APAC,Australia,Store12,phone-black,2021-03-18,164
APAC,Australia,Store12,phone-white,2021-03-18,247
APAC,Australia,Store12,computer-18 inch,2021-03-18,114
APAC,Australia,Store12,computer-15 inch,2021-03-18,99
APAC,Australia,Store11,phone-black,2021-03-19,104
APAC,Australia,Store11,phone-white,2021-03-19,155
APAC,Australia,Store11,computer-18 inch,2021-03-19,183
APAC,Australia,Store11,computer-15 inch,2021-03-19,218
APAC,Australia,Store12,phone-black,2021-03-19,221
APAC,Australia,Store12,phone-white,2021-03-19,236
APAC,Australia,Store12,computer-18 inch,2021-03-19,180
APAC,Australia,Store12,computer-15 inch,2021-03-19,163
APAC,Australia,Store11,phone-black,2021-03-20,46
APAC,Australia,Store11,phone-white,2021-03-20,103
APAC,Australia,Store11,computer-18 inch,2021-03-20,174
APAC,Australia,Store11,computer-15 inch,2021-03-20,129
APAC,Australia,Store12,phone-black,2021-03-20,160
APAC,Australia,Store12,phone-white,2021-03-20,206
APAC,Australia,Store12,computer-18 inch,2021-03-20,154
APAC,Australia,Store12,computer-15 inch,2021-03-20,157
APAC,Australia,Store11,phone-black,2021-03-21,42
APAC,Australia,Store11,phone-white,2021-03-21,126
APAC,Australia,Store11,computer-18 inch,2021-03-21,185
APAC,Australia,Store11,computer-15 inch,2021-03-21,106
APAC,Australia,Store12,phone-black,2021-03-21,157
APAC,Australia,Store12,phone-white,2021-03-21,255
APAC,Australia,Store12,computer-18 inch,2021-03-21,118
APAC,Australia,Store12,computer-15 inch,2021-03-21,251
APAC,Australia,Store11,phone-black,2021-03-22,70
APAC,Australia,Store11,phone-white,2021-03-22,102
APAC,Australia,Store11,computer-18 inch,2021-03-22,239
APAC,Australia,Store11,computer-15 inch,2021-03-22,177
APAC,Australia,Store12,phone-black,2021-03-22,228
APAC,Australia,Store12,phone-white,2021-03-22,213
APAC,Australia,Store12,computer-18 inch,2021-03-22,156
APAC,Australia,Store12,computer-15 inch,2021-03-22,202
APAC,Australia,Store11,phone-black,2021-03-23,65
APAC,Australia,Store11,phone-white,2021-03-23,129
APAC,Australia,Store11,computer-18 inch,2021-03-23,245
APAC,Australia,Store11,computer-15 inch,2021-03-23,136
APAC,Australia,Store12,phone-black,2021-03-23,186
APAC,Australia,Store12,phone-white,2021-03-23,160
APAC,Australia,Store12,computer-18 inch,2021-03-23,141
APAC,Australia,Store12,computer-15 inch,2021-03-23,141
APAC,Australia,Store11,phone-black,2021-03-24,66
APAC,Australia,Store11,phone-white,2021-03-24,171
APAC,Australia,Store11,computer-18 inch,2021-03-24,252
APAC,Australia,Store11,computer-15 inch,2021-03-24,167
APAC,Australia,Store12,phone-black,2021-03-24,150
APAC,Australia,Store12,phone-white,2021-03-24,196
APAC,Australia,Store12,computer-18 inch,2021-03-24,103
APAC,Australia,Store12,computer-15 inch,2021-03-24,214
APAC,Australia,Store11,phone-black,2021-03-25,80
APAC,Australia,Store11,phone-white,2021-03-25,140
APAC,Australia,Store11,computer-18 inch,2021-03-25,316
APAC,Australia,Store11,computer-15 inch,2021-03-25,176
APAC,Australia,Store12,phone-black,2021-03-25,230
APAC,Australia,Store12,phone-white,2021-03-25,224
APAC,Australia,Store12,computer-18 inch,2021-03-25,135
APAC,Australia,Store12,computer-15 inch,2021-03-25,145
APAC,Australia,Store11,phone-black,2021-03-26,72
APAC,Australia,Store11,phone-white,2021-03-26,109
APAC,Australia,Store11,computer-18 inch,2021-03-26,202
APAC,Australia,Store11,computer-15 inch,2021-03-26,88
APAC,Australia,Store12,phone-black,2021-03-26,177
APAC,Australia,Store12,phone-white,2021-03-26,108
APAC,Australia,Store12,computer-18 inch,2021-03-26,190
APAC,Australia,Store12,computer-15 inch,2021-03-26,209
APAC,Australia,Store11,phone-black,2021-03-27,86
APAC,Australia,Store11,phone-white,2021-03-27,102
APAC,Australia,Store11,computer-18 inch,2021-03-27,185
APAC,Australia,Store11,computer-15 inch,2021-03-27,145
APAC,Australia,Store12,phone-black,2021-03-27,167
APAC,Australia,Store12,phone-white,2021-03-27,182
APAC,Australia,Store12,computer-18 inch,2021-03-27,120
APAC,Australia,Store12,computer-15 inch,2021-03-27,139
APAC,Australia,Store11,phone-black,2021-03-28,74
APAC,Australia,Store11,phone-white,2021-03-28,153
APAC,Australia,Store11,computer-18 inch,2021-03-28,145
APAC,Australia,Store11,computer-15 inch,2021-03-28,149
APAC,Australia,Store12,phone-black,2021-03-28,164
APAC,Australia,Store12,phone-white,2021-03-28,172
APAC,Australia,Store12,computer-18 inch,2021-03-28,155
APAC,Australia,Store12,computer-15 inch,2021-03-28,203
APAC,Australia,Store11,phone-black,2021-03-29,49
APAC,Australia,Store11,phone-white,2021-03-29,93
APAC,Australia,Store11,computer-18 inch,2021-03-29,282
APAC,Australia,Store11,computer-15 inch,2021-03-29,142
APAC,Australia,Store12,phone-black,2021-03-29,183
APAC,Australia,Store12,phone-white,2021-03-29,313
APAC,Australia,Store12,computer-18 inch,2021-03-29,157
APAC,Australia,Store12,computer-15 inch,2021-03-29,200
APAC,Australia,Store11,phone-black,2021-03-30,97
APAC,Australia,Store11,phone-white,2021-03-30,173
APAC,Australia,Store11,computer-18 inch,2021-03-30,242
APAC,Australia,Store11,computer-15 inch,2021-03-30,159
APAC,Australia,Store12,phone-black,2021-03-30,131
APAC,Australia,Store12,phone-white,2021-03-30,134
APAC,Australia,Store12,computer-18 inch,2021-03-30,135
APAC,Australia,Store12,computer-15 inch,2021-03-30,170
APAC,Australia,Store11,phone-black,2021-03-31,52
APAC,Australia,Store11,phone-white,2021-03-31,137
APAC,Australia,Store11,computer-18 inch,2021-03-31,269
APAC,Australia,Store11,computer-15 inch,2021-03-31,180
APAC,Australia,Store12,phone-black,2021-03-31,277
APAC,Australia,Store12,phone-white,2021-03-31,243
APAC,Australia,Store12,computer-18 inch,2021-03-31,209
APAC,Australia,Store12,computer-15 inch,2021-03-31,151
APAC,Australia,Store11,phone-black,2021-04-01,69
APAC,Australia,Store11,phone-white,2021-04-01,131
APAC,Australia,Store11,computer-18 inch,2021-04-01,281
APAC,Australia,Store11,computer-15 inch,2021-04-01,199
APAC,Australia,Store12,phone-black,2021-04-01,149
APAC,Australia,Store12,phone-white,2021-04-01,183
APAC,Australia,Store12,computer-18 inch,2021-04-01,166
APAC,Australia,Store12,computer-15 inch,2021-04-01,201
APAC,Australia,Store11,phone-black,2021-04-02,61
APAC,Australia,Store11,phone-white,2021-04-02,132
APAC,Australia,Store11,computer-18 inch,2021-04-02,180
APAC,Australia,Store11,computer-15 inch,2021-04-02,168
APAC,Australia,Store12,phone-black,2021-04-02,94
APAC,Australia,Store12,phone-white,2021-04-02,78
APAC,Australia,Store12,computer-18 inch,2021-04-02,125
APAC,Australia,Store12,computer-15 inch,2021-04-02,153
APAC,Australia,Store11,phone-black,2021-04-03,53
APAC,Australia,Store11,phone-white,2021-04-03,138
APAC,Australia,Store11,computer-18 inch,2021-04-03,171
APAC,Australia,Store11,computer-15 inch,2021-04-03,127
APAC,Australia,Store12,phone-black,2021-04-03,177
APAC,Australia,Store12,phone-white,2021-04-03,207
APAC,Australia,Store12,computer-18 inch,2021-04-03,246
APAC,Australia,Store12,computer-15 inch,2021-04-03,69
APAC,Australia,Store11,phone-black,2021-04-04,78
APAC,Australia,Store11,phone-white,2021-04-04,133
APAC,Australia,Store11,computer-18 inch,2021-04-04,171
APAC,Australia,Store11,computer-15 inch,2021-04-04,59
APAC,Australia,Store12,phone-black,2021-04-04,154
APAC,Australia,Store12,phone-white,2021-04-04,207
APAC,Australia,Store12,computer-18 inch,2021-04-04,128
APAC,Australia,Store12,computer-15 inch,2021-04-04,135
APAC,Australia,Store11,phone-black,2021-04-05,47
APAC,Australia,Store11,phone-white,2021-04-05,124
APAC,Australia,Store11,computer-18 inch,2021-04-05,266
APAC,Australia,Store11,computer-15 inch,2021-04-05,158
APAC,Australia,Store12,phone-black,2021-04-05,213
APAC,Australia,Store12,phone-white,2021-04-05,268
APAC,Australia,Store12,computer-18 inch,2021-04-05,144
APAC,Australia,Store12,computer-15 inch,2021-04-05,193
APAC,Australia,Store11,phone-black,2021-04-06,55
APAC,Australia,Store11,phone-white,2021-04-06,136
APAC,Australia,Store11,computer-18 inch,2021-04-06,186
APAC,Australia,Store11,computer-15 inch,2021-04-06,122
APAC,Australia,Store12,phone-black,2021-04-06,210
APAC,Australia,Store12,phone-white,2021-04-06,144
APAC,Australia,Store12,computer-18 inch,2021-04-06,165
APAC,Australia,Store12,computer-15 inch,2021-04-06,179
APAC,Australia,Store11,phone-black,2021-04-07,59
APAC,Australia,Store11,phone-white,2021-04-07,107
APAC,Australia,Store11,computer-18 inch,2021-04-07,245
APAC,Australia,Store11,computer-15 inch,2021-04-07,176
APAC,Australia,Store12,phone-black,2021-04-07,146
APAC,Australia,Store12,phone-white,2021-04-07,160
APAC,Australia,Store12,computer-18 inch,2021-04-07,155
APAC,Australia,Store12,computer-15 inch,2021-04-07,181
APAC,Australia,Store11,phone-black,2021-04-08,46
APAC,Australia,Store11,phone-white,2021-04-08,117
APAC,Australia,Store11,computer-18 inch,2021-04-08,280
APAC,Australia,Store11,computer-15 inch,2021-04-08,129
APAC,Australia,Store12,phone-black,2021-04-08,190
APAC,Australia,Store12,phone-white,2021-04-08,164
APAC,Australia,Store12,computer-18 inch,2021-04-08,89
APAC,Australia,Store12,computer-15 inch,2021-04-08,170
APAC,Australia,Store11,phone-black,2021-04-09,63
APAC,Australia,Store11,phone-white,2021-04-09,84
APAC,Australia,Store11,computer-18 inch,2021-04-09,229
APAC,Australia,Store11,computer-15 inch,2021-04-09,164
APAC,Australia,Store12,phone-black,2021-04-09,131
APAC,Australia,Store12,phone-white,2021-04-09,167
APAC,Australia,Store12,computer-18 inch,2021-04-09,161
APAC,Australia,Store12,computer-15 inch,2021-04-09,124
APAC,Australia,Store11,phone-black,2021-04-10,57
APAC,Australia,Store11,phone-white,2021-04-10,117
APAC,Australia,Store11,computer-18 inch,2021-04-10,238
APAC,Australia,Store11,computer-15 inch,2021-04-10,204
APAC,Australia,Store12,phone-black,2021-04-10,139
APAC,Australia,Store12,phone-white,2021-04-10,209
APAC,Australia,Store12,computer-18 inch,2021-04-10,47
APAC,Australia,Store12,computer-15 inch,2021-04-10,184
APAC,Australia,Store11,phone-black,2021-04-11,51
APAC,Australia,Store11,phone-white,2021-04-11,120
APAC,Australia,Store11,computer-18 inch,2021-04-11,144
APAC,Australia,Store11,computer-15 inch,2021-04-11,123
APAC,Australia,Store12,phone-black,2021-04-11,220
APAC,Australia,Store12,phone-white,2021-04-11,186
APAC,Australia,Store12,computer-18 inch,2021-04-11,121
APAC,Australia,Store12,computer-15 inch,2021-04-11,171
APAC,Australia,Store11,phone-black,2021-04-12,49
APAC,Australia,Store11,phone-white,2021-04-12,141
APAC,Australia,Store11,computer-18 inch,2021-04-12,147
APAC,Australia,Store11,computer-15 inch,2021-04-12,149
APAC,Australia,Store12,phone-black,2021-04-12,96
APAC,Australia,Store12,phone-white,2021-04-12,201
APAC,Australia,Store12,computer-18 inch,2021-04-12,139
APAC,Australia,Store12,computer-15 inch,2021-04-12,223
APAC,Australia,Store11,phone-black,2021-04-13,59
APAC,Australia,Store11,phone-white,2021-04-13,168
APAC,Australia,Store11,computer-18 inch,2021-04-13,160
APAC,Australia,Store11,computer-15 inch,2021-04-13,129
APAC,Australia,Store12,phone-black,2021-04-13,328
APAC,Australia,Store12,phone-white,2021-04-13,116
APAC,Australia,Store12,computer-18 inch,2021-04-13,194
APAC,Australia,Store12,computer-15 inch,2021-04-13,232
APAC,Australia,Store11,phone-black,2021-04-14,28
APAC,Australia,Store11,phone-white,2021-04-14,145
APAC,Australia,Store11,computer-18 inch,2021-04-14,130
APAC,Australia,Store11,computer-15 inch,2021-04-14,82
APAC,Australia,Store12,phone-black,2021-04-14,98
APAC,Australia,Store12,phone-white,2021-04-14,166
APAC,Australia,Store12,computer-18 inch,2021-04-14,158
APAC,Australia,Store12,computer-15 inch,2021-04-14,176
APAC,Australia,Store11,phone-black,2021-04-15,68
APAC,Australia,Store11,phone-white,2021-04-15,127
APAC,Australia,Store11,computer-18 inch,2021-04-15,127
APAC,Australia,Store11,computer-15 inch,2021-04-15,168
APAC,Australia,Store12,phone-black,2021-04-15,127
APAC,Australia,Store12,phone-white,2021-04-15,233
APAC,Australia,Store12,computer-18 inch,2021-04-15,120
APAC,Australia,Store12,computer-15 inch,2021-04-15,139
APAC,Australia,Store11,phone-black,2021-04-16,56
APAC,Australia,Store11,phone-white,2021-04-16,118
APAC,Australia,Store11,computer-18 inch,2021-04-16,267
APAC,Australia,Store11,computer-15 inch,2021-04-16,175
APAC,Australia,Store12,phone-black,2021-04-16,231
APAC,Australia,Store12,phone-white,2021-04-16,188
APAC,Australia,Store12,computer-18 inch,2021-04-16,141
APAC,Australia,Store12,computer-15 inch,2021-04-16,112
APAC,Australia,Store11,phone-black,2021-04-17,61
APAC,Australia,Store11,phone-white,2021-04-17,127
APAC,Australia,Store11,computer-18 inch,2021-04-17,248
APAC,Australia,Store11,computer-15 inch,2021-04-17,112
APAC,Australia,Store12,phone-black,2021-04-17,179
APAC,Australia,Store12,phone-white,2021-04-17,119
APAC,Australia,Store12,computer-18 inch,2021-04-17,142
APAC,Australia,Store12,computer-15 inch,2021-04-17,128
APAC,Australia,Store11,phone-black,2021-04-18,53
APAC,Australia,Store11,phone-white,2021-04-18,78
APAC,Australia,Store11,computer-18 inch,2021-04-18,81
APAC,Australia,Store11,computer-15 inch,2021-04-18,97
APAC,Australia,Store12,phone-black,2021-04-18,236
APAC,Australia,Store12,phone-white,2021-04-18,237
APAC,Australia,Store12,computer-18 inch,2021-04-18,109
APAC,Australia,Store12,computer-15 inch,2021-04-18,222
APAC,Australia,Store11,phone-black,2021-04-19,54
APAC,Australia,Store11,phone-white,2021-04-19,140
APAC,Australia,Store11,computer-18 inch,2021-04-19,120
APAC,Australia,Store11,computer-15 inch,2021-04-19,185
APAC,Australia,Store12,phone-black,2021-04-19,135
APAC,Australia,Store12,phone-white,2021-04-19,154
APAC,Australia,Store12,computer-18 inch,2021-04-19,194
APAC,Australia,Store12,computer-15 inch,2021-04-19,143
APAC,Australia,Store11,phone-black,2021-04-20,59
APAC,Australia,Store11,phone-white,2021-04-20,158
APAC,Australia,Store11,computer-18 inch,2021-04-20,127
APAC,Australia,Store11,computer-15 inch,2021-04-20,81
APAC,Australia,Store12,phone-black,2021-04-20,177
APAC,Australia,Store12,phone-white,2021-04-20,276
APAC,Australia,Store12,computer-18 inch,2021-04-20,147
APAC,Australia,Store12,computer-15 inch,2021-04-20,149
APAC,Australia,Store11,phone-black,2021-04-21,53
APAC,Australia,Store11,phone-white,2021-04-21,128
APAC,Australia,Store11,computer-18 inch,2021-04-21,240
APAC,Australia,Store11,computer-15 inch,2021-04-21,130
APAC,Australia,Store12,phone-black,2021-04-21,302
APAC,Australia,Store12,phone-white,2021-04-21,216
APAC,Australia,Store12,computer-18 inch,2021-04-21,126
APAC,Australia,Store12,computer-15 inch,2021-04-21,213
APAC,Australia,Store11,phone-black,2021-04-22,78
APAC,Australia,Store11,phone-white,2021-04-22,101
APAC,Australia,Store11,computer-18 inch,2021-04-22,254
APAC,Australia,Store11,computer-15 inch,2021-04-22,116
APAC,Australia,Store12,phone-black,2021-04-22,122
APAC,Australia,Store12,phone-white,2021-04-22,199
APAC,Australia,Store12,computer-18 inch,2021-04-22,86
APAC,Australia,Store12,computer-15 inch,2021-04-22,120
APAC,Australia,Store11,phone-black,2021-04-23,68
APAC,Australia,Store11,phone-white,2021-04-23,123
APAC,Australia,Store11,computer-18 inch,2021-04-23,132
APAC,Australia,Store11,computer-15 inch,2021-04-23,199
APAC,Australia,Store12,phone-black,2021-04-23,111
APAC,Australia,Store12,phone-white,2021-04-23,218
APAC,Australia,Store12,computer-18 inch,2021-04-23,96
APAC,Australia,Store12,computer-15 inch,2021-04-23,138
APAC,Australia,Store11,phone-black,2021-04-24,45
APAC,Australia,Store11,phone-white,2021-04-24,77
APAC,Australia,Store11,computer-18 inch,2021-04-24,220
APAC,Australia,Store11,computer-15 inch,2021-04-24,104
APAC,Australia,Store12,phone-black,2021-04-24,169
APAC,Australia,Store12,phone-white,2021-04-24,164
APAC,Australia,Store12,computer-18 inch,2021-04-24,99
APAC,Australia,Store12,computer-15 inch,2021-04-24,187
APAC,Australia,Store11,phone-black,2021-04-25,89
APAC,Australia,Store11,phone-white,2021-04-25,102
APAC,Australia,Store11,computer-18 inch,2021-04-25,192
APAC,Australia,Store11,computer-15 inch,2021-04-25,136
APAC,Australia,Store12,phone-black,2021-04-25,193
APAC,Australia,Store12,phone-white,2021-04-25,201
APAC,Australia,Store12,computer-18 inch,2021-04-25,134
APAC,Australia,Store12,computer-15 inch,2021-04-25,171
APAC,Australia,Store11,phone-black,2021-04-26,58
APAC,Australia,Store11,phone-white,2021-04-26,82
APAC,Australia,Store11,computer-18 inch,2021-04-26,172
APAC,Australia,Store11,computer-15 inch,2021-04-26,139
APAC,Australia,Store12,phone-black,2021-04-26,207
APAC,Australia,Store12,phone-white,2021-04-26,280
APAC,Australia,Store12,computer-18 inch,2021-04-26,122
APAC,Australia,Store12,computer-15 inch,2021-04-26,211
APAC,Australia,Store11,phone-black,2021-04-27,66
APAC,Australia,Store11,phone-white,2021-04-27,115
APAC,Australia,Store11,computer-18 inch,2021-04-27,192
APAC,Australia,Store11,computer-15 inch,2021-04-27,109
APAC,Australia,Store12,phone-black,2021-04-27,233
APAC,Australia,Store12,phone-white,2021-04-27,91
APAC,Australia,Store12,computer-18 inch,2021-04-27,123
APAC,Australia,Store12,computer-15 inch,2021-04-27,133
APAC,Australia,Store11,phone-black,2021-04-28,68
APAC,Australia,Store11,phone-white,2021-04-28,111
APAC,Australia,Store11,computer-18 inch,2021-04-28,233
APAC,Australia,Store11,computer-15 inch,2021-04-28,122
APAC,Australia,Store12,phone-black,2021-04-28,130
APAC,Australia,Store12,phone-white,2021-04-28,214
APAC,Australia,Store12,computer-18 inch,2021-04-28,150
APAC,Australia,Store12,computer-15 inch,2021-04-28,155
APAC,Australia,Store11,phone-black,2021-04-29,56
APAC,Australia,Store11,phone-white,2021-04-29,164
APAC,Australia,Store11,computer-18 inch,2021-04-29,235
APAC,Australia,Store11,computer-15 inch,2021-04-29,195
APAC,Australia,Store12,phone-black,2021-04-29,223
APAC,Australia,Store12,phone-white,2021-04-29,209
